#,Name,Team,IP,wFA/C,wFC/C,wFS/C,wSI/C,wCH/C,wSL/C,wCU/C,wCS/C,wKN/C,wSB/C,Year,YearDate
83,Damon Jones,PHI,4.2,2.10, , , , ,-6.71,-30.73, , , ,2022.0,2022-01-01
84,Justin Verlander,HOU,175.0,2.10, , , ,0.59,1.35,1.75, , , ,2022.0,2022-01-01
85,Parker Markel,OAK,3.0,2.10, , , , ,-1.96, , , , ,2022.0,2022-01-01
86,Reynaldo Lopez,CHW,65.1,2.10, , , ,2.41,0.49,-0.01, , , ,2022.0,2022-01-01
87,Robbie Erlin,LAD,2.0,2.10,-27.70, , ,2.84, ,2.00, , , ,2022.0,2022-01-01
88,Devin Williams,MIL,60.2,2.08, , , ,1.53,-2.09, , , , ,2022.0,2022-01-01
89,Erik Swanson,SEA,53.2,2.05, ,2.64, , ,-2.22, , , , ,2022.0,2022-01-01
90,Tanner Banks,CHW,53.0,2.04, , , ,-0.04,-0.55, , , , ,2022.0,2022-01-01
91,Wandy Peralta,NYY,56.1,1.99, , ,1.54,2.47,0.57, , , , ,2022.0,2022-01-01
92,Zack Thompson,STL,34.2,1.96, , , ,-0.07,-2.20,1.54, , , ,2022.0,2022-01-01
93,James Karinchak,CLE,39.0,1.96, , , , , ,0.09, , , ,2022.0,2022-01-01
94,Jake Woodford,STL,48.1,1.94, , ,1.45,-4.76,1.15,2.35, , , ,2022.0,2022-01-01
95,Jordan Romano,TOR,64.0,1.94, , , , ,1.38, , , , ,2022.0,2022-01-01
96,Kyle Nelson,ARI,37.0,1.93, , , , ,0.62,-3.65, , , ,2022.0,2022-01-01
97,Hunter Brown,HOU,20.1,1.91, , , ,-1.69,0.65,0.96, , , ,2022.0,2022-01-01
98,Reiss Knehr,SDP,13.2,1.91,-9.96, ,-35.08,-0.42,1.31, , , , ,2022.0,2022-01-01
99,Alexis Diaz,CIN,63.2,1.89, , , , ,1.26, , , , ,2022.0,2022-01-01
100,Wil Crowe,PIT,76.0,1.87, , ,0.48,-0.28,0.23,-1.90, , , ,2022.0,2022-01-01
101,A.J. Minter,ATL,70.0,1.87,-0.26, , ,3.09, , , , , ,2022.0,2022-01-01
102,Hunter Harvey,WSN,39.1,1.86, ,-0.72, , ,-3.11,-5.15, , , ,2022.0,2022-01-01
103,Sonny Gray,MIN,119.2,1.82,-26.13, ,-0.32,-0.53,-0.48,1.60, , , ,2022.0,2022-01-01
104,Pedro Baez,HOU,2.1,1.82, , , ,-5.81,-4.72, , , , ,2022.0,2022-01-01
105,Dylan Floro,MIA,53.2,1.81, , ,1.63,-0.60,0.34, , , , ,2022.0,2022-01-01
106,Paul Sewald,SEA,64.0,1.81, , , , ,1.38, , , , ,2022.0,2022-01-01
107,Cionel Perez,BAL,57.2,1.79, , ,0.91, ,0.91,7.11, , , ,2022.0,2022-01-01
108,Ryne Stanek,HOU,54.2,1.78, ,1.13, , ,-0.58, , , , ,2022.0,2022-01-01
109,Felix Bautista,BAL,65.2,1.76, ,2.69,1.47, , ,-1.56, , , ,2022.0,2022-01-01
110,George Kirby,SEA,130.0,1.76, , ,0.37,-1.21,-1.95,-0.76, , , ,2022.0,2022-01-01
111,Alex Vesia,LAD,54.1,1.76, , , ,0.41,-0.01, , , , ,2022.0,2022-01-01
112,David Price,LAD,40.1,1.75,1.97, ,-0.77,-6.53, ,3.74, , , ,2022.0,2022-01-01
113,Luis Gonzalez,SFG,6.1,1.75, , ,-49.59,-1.93, , , , , ,2022.0,2022-01-01
114,Jake Cousins,MIL,13.1,1.75, , ,-0.62,-2.38,0.14, , , , ,2022.0,2022-01-01
115,Johnny Cueto,CHW,158.1,1.75,-3.04, ,0.35,-0.15,0.22,1.60, , , ,2022.0,2022-01-01
116,Connor Overton,CIN,33.0,1.73,-2.58, ,1.93,1.72,4.12,-1.30, , , ,2022.0,2022-01-01
117,Chris Paddack,MIN,22.1,1.72, , , ,0.30,0.63,-3.64, , , ,2022.0,2022-01-01
118,Andrew Wantz,LAA,50.1,1.72,0.20, , ,-5.46,0.21, , , , ,2022.0,2022-01-01
119,Joe Ryan,MIN,147.0,1.71, , , ,-1.40,-1.59,-0.85, , , ,2022.0,2022-01-01
120,Wade Miley,CHC,37.0,1.70,-0.12, ,-0.46,0.06,5.60,-2.21, , , ,2022.0,2022-01-01
121,Silvino Bracho,ATL,4.1,1.64, , , ,-3.43,-2.29, , , , ,2022.0,2022-01-01
122,Jose Quintana,- - -,165.2,1.62,-5.49, ,0.92,-1.90, ,1.37, , , ,2022.0,2022-01-01
123,Angel Rondon,STL,5.0,1.61, , ,0.51,-1.42,6.38, , , , ,2022.0,2022-01-01
124,Adam Cimber,TOR,70.2,1.60, , ,-0.26, ,-0.19, , , , ,2022.0,2022-01-01
125,Luis Severino,NYY,102.0,1.57,-0.34, ,-7.95,-0.70,0.92, , , , ,2022.0,2022-01-01
126,Trevor Williams,NYM,89.2,1.52, , ,1.12,-1.85,-2.44,-1.70, , , ,2022.0,2022-01-01
127,Adrian Morejon,SDP,34.0,1.51, ,-6.43, , ,-0.69,-0.68, , , ,2022.0,2022-01-01
128,Austin Brice,PIT,6.2,1.50, , ,-4.26, , ,3.82, , , ,2022.0,2022-01-01
129,Chris Mazza,TBR,5.1,1.50,-5.65, ,-7.28,3.29,-3.46, , , , ,2022.0,2022-01-01
130,Max Scherzer,NYM,145.1,1.49,-0.28, , ,-1.34,3.30,0.98, , , ,2022.0,2022-01-01
131,Spencer Strider,ATL,131.2,1.49, , , ,-0.16,1.27, , , , ,2022.0,2022-01-01
132,Clayton Kershaw,LAD,126.1,1.48, , ,-11.78,-15.77,1.33,1.84, , , ,2022.0,2022-01-01
133,Raisel Iglesias,- - -,62.0,1.47, , ,0.87,2.80,-0.20, , , , ,2022.0,2022-01-01
134,Aaron Nola,PHI,205.0,1.47,1.06, ,2.28,-1.39, ,1.00, , , ,2022.0,2022-01-01
135,Justus Sheffield,SEA,11.2,1.46, , ,1.32,6.97,-2.52, , , , ,2022.0,2022-01-01
136,Dylan Lee,ATL,50.2,1.45, , , ,-0.51,1.50, , , , ,2022.0,2022-01-01
137,Jason Adam,TBR,63.1,1.45, , ,-4.73,2.27,3.02, , , , ,2022.0,2022-01-01
138,Zack Wheeler,PHI,153.0,1.44, ,-3.61,2.20,-8.98,0.07,-0.58, , , ,2022.0,2022-01-01
139,Josh Rogers,WSN,26.1,1.42, , ,-0.11,-5.96,-1.23, , , , ,2022.0,2022-01-01
140,Jacob deGrom,NYM,64.1,1.42, , ,5.88,-0.79,2.34,4.37, , , ,2022.0,2022-01-01
141,Cristian Javier,HOU,148.2,1.41, , , ,-3.30,1.53,-0.70, , , ,2022.0,2022-01-01
142,Luis Ortiz,PIT,16.0,1.41, , ,1.57,-1.36,0.20, , , , ,2022.0,2022-01-01
143,Seth Lugo,NYM,65.0,1.40, , ,-1.25,1.34,-0.12,0.42, , , ,2022.0,2022-01-01
144,Tyler Matzek,ATL,43.2,1.39,-6.32, , , ,-0.63,-4.61, , , ,2022.0,2022-01-01
145,Bryce Elder,ATL,54.0,1.38,-0.30, ,0.92,-1.15,0.52, , , , ,2022.0,2022-01-01
146,Alek Manoah,TOR,196.2,1.38, , ,1.25,0.78,0.61, , , , ,2022.0,2022-01-01
147,Nick Neidert,MIA,5.0,1.36, , , ,4.49,-4.27,-2.89, , , ,2022.0,2022-01-01
148,Drey Jameson,ARI,24.1,1.36, , ,0.79,-1.20,2.26,-2.26, , , ,2022.0,2022-01-01
149,Carlos Rodon,SFG,178.0,1.36, , , ,-2.12,1.09,0.88, , , ,2022.0,2022-01-01
150,Caleb Ferguson,LAD,34.2,1.35, , , , ,0.34, , , , ,2022.0,2022-01-01
151,Zac Gallen,ARI,184.0,1.35,0.73, ,-41.87,1.32,-0.14,1.41, , , ,2022.0,2022-01-01
152,Matt Strahm,BOS,44.2,1.34, , ,0.06,-7.12,0.56,0.92, , , ,2022.0,2022-01-01
153,Dean Kremer,BAL,125.1,1.33,1.58, ,-1.92,-1.80, ,-1.68, , , ,2022.0,2022-01-01
154,Eduardo Rodriguez,DET,91.0,1.33,1.04, ,-1.22,-2.90,-4.57, , , , ,2022.0,2022-01-01
155,Bryan Baker,BAL,69.2,1.32, , , ,2.18,-0.77, , , , ,2022.0,2022-01-01
156,Keegan Akin,BAL,81.2,1.32, , , ,-1.96,1.07,-1.62, , , ,2022.0,2022-01-01
157,Stephen Nogosek,NYM,22.0,1.32,-1.22, , ,0.70,-0.98,-6.47, , , ,2022.0,2022-01-01
158,Ryan Thompson,TBR,42.2,1.31,-15.61,2.36,0.19, ,0.42, , , , ,2022.0,2022-01-01
159,Julio Urias,LAD,175.0,1.31, , , ,-0.04, ,0.96, , , ,2022.0,2022-01-01
160,Ron Marinaccio,NYY,44.0,1.31, , , ,2.22,-1.18, , , , ,2022.0,2022-01-01
161,Triston McKenzie,CLE,191.1,1.31, , , , ,-0.88,2.17, , , ,2022.0,2022-01-01
162,Lance Lynn,CHW,121.2,1.28,0.18, ,-2.31,-7.13,-0.77,-1.41, , , ,2022.0,2022-01-01
163,Diego Castillo,SEA,54.1,1.27, , ,-0.09, ,2.06, , , , ,2022.0,2022-01-01
164,Alex Cobb,SFG,149.2,1.26, ,0.46,0.43, , ,0.22, , , ,2022.0,2022-01-01
165,Amir Garrett,KCR,45.1,1.26, , , ,-3.65,0.61, , , , ,2022.0,2022-01-01
166,Tim Hill,SDP,48.0,1.25,-2.54, ,1.36, ,-0.02, , , , ,2022.0,2022-01-01
167,Nick Duron,PHI,1.0,1.25, , , , ,-0.79, , , , ,2022.0,2022-01-01
168,Aaron Brooks,STL,9.1,1.21, , ,-9.56,0.70,-1.64,0.07, , , ,2022.0,2022-01-01
169,Matt Manning,DET,63.0,1.20, , ,3.53,-3.38,0.17,-1.59, , , ,2022.0,2022-01-01
170,Zach Jackson,OAK,48.0,1.19, , , ,-4.79, ,1.06, , , ,2022.0,2022-01-01
171,Joel Kuhnel,CIN,58.0,1.18, ,0.09,-2.13, ,-2.05, , , , ,2022.0,2022-01-01
172,Vince Velasquez,CHW,75.1,1.17, , ,-1.27,-2.69,-0.65,-0.72, , , ,2022.0,2022-01-01
173,Cole Irvin,OAK,181.0,1.16,-1.28, ,-0.30,1.41,-1.15,-1.70, , , ,2022.0,2022-01-01
174,Miles Mikolas,STL,202.1,1.16, , ,1.31,-2.61,0.25,0.00,1.59, , ,2022.0,2022-01-01
175,Cesar Valdez,LAA,1.0,1.15, , , ,-2.68,3.99, , , , ,2022.0,2022-01-01
176,Hector Neris,HOU,65.1,1.14, ,1.66,0.92, ,0.58, , , , ,2022.0,2022-01-01
177,Chris Sale,BOS,5.2,1.14, , ,6.83,-5.59,0.89, , , , ,2022.0,2022-01-01
178,Steve Cishek,WSN,66.1,1.13, , ,0.28,-0.09,-1.62, , , , ,2022.0,2022-01-01
179,David Phelps,TOR,63.2,1.13,-0.77, ,1.37,0.61, ,0.93, , , ,2022.0,2022-01-01
180,Richard Bleier,MIA,50.2,1.12,-1.78, ,-0.57,-1.80,-0.03, , , , ,2022.0,2022-01-01
181,Cade Cavalli,WSN,4.1,1.11, , , ,1.34,0.12,-8.67, , , ,2022.0,2022-01-01
182,Rafael Montero,HOU,68.1,1.10, , ,2.45,2.84,0.63, , , , ,2022.0,2022-01-01
183,Jonathan Loaisiga,NYY,48.0,1.10, , ,1.05,2.42,-0.01,0.17, , , ,2022.0,2022-01-01
184,Sam Howard,PIT,2.0,1.10, , , , ,-9.72, , , , ,2022.0,2022-01-01
185,Kyle Finnegan,WSN,66.2,1.09, ,-0.31, , ,-1.96, , , , ,2022.0,2022-01-01
186,Liam Hendriks,CHW,57.2,1.07, , , , ,0.82,-1.09, , , ,2022.0,2022-01-01
187,Zach Eflin,PHI,75.2,1.06,-1.67, ,-0.08,3.81,-1.03,1.03, , , ,2022.0,2022-01-01
188,Ian Hamilton,MIN,2.2,1.05, , , , ,-4.44, , , , ,2022.0,2022-01-01
189,Kyle Gibson,PHI,167.2,1.05,0.68, ,-0.21,-0.62,-0.17,-5.15, , , ,2022.0,2022-01-01
190,Enyel De Los Santos,CLE,53.1,1.05, , , ,-0.12,1.53, , , , ,2022.0,2022-01-01
191,Jeremy Beasley,TOR,15.0,1.03, ,-0.69, , ,-5.50, , , , ,2022.0,2022-01-01
192,Jhoan Duran,MIN,67.2,1.03, ,3.99,0.33, ,1.89,2.23, , , ,2022.0,2022-01-01
193,Matt Moore,TEX,74.0,1.03, , , ,2.27, ,0.72, , , ,2022.0,2022-01-01
194,Daniel Hudson,LAD,24.1,1.02, , ,2.10,-8.40,2.68, , , , ,2022.0,2022-01-01
195,Yu Darvish,SDP,194.2,1.02,-0.79,1.30,0.95,2.46,1.12,1.97,0.63, , ,2022.0,2022-01-01
196,Josh Staumont,KCR,37.2,1.02, , ,-0.90, , ,-3.81, , , ,2022.0,2022-01-01
197,Drew Rasmussen,TBR,146.0,1.01,1.66, ,2.60, ,-0.90,-0.15, , , ,2022.0,2022-01-01
198,MacKenzie Gore,SDP,70.0,1.01, , , ,-2.68,-2.45,-0.68, , , ,2022.0,2022-01-01
199,Jorge Lopez,- - -,71.0,0.98, , ,0.33,0.08,0.53,2.62, , , ,2022.0,2022-01-01
200,Enoli Paredes,HOU,3.0,0.97, , , , ,-2.00, , , , ,2022.0,2022-01-01
201,Joe Musgrove,SDP,181.0,0.96,1.36, ,1.07,0.38,-0.27,-0.18, , , ,2022.0,2022-01-01
202,Merrill Kelly,ARI,200.1,0.95,0.51, ,0.97,0.08,3.18,-0.22, , , ,2022.0,2022-01-01
203,Simeon Woods Richardson,MIN,5.0,0.95, , , ,-8.54,3.91,1.40, , , ,2022.0,2022-01-01
204,J.B. Wendelken,ARI,29.0,0.95, , ,-5.62,2.59,-1.09,0.45, , , ,2022.0,2022-01-01
205,Martin Perez,TEX,196.1,0.94,1.40, ,0.52,0.52,3.18,-4.17, , , ,2022.0,2022-01-01
206,Mauricio Llovera,SFG,16.1,0.94, , ,0.12, ,-0.08, , , , ,2022.0,2022-01-01
207,Jackson Stephens,ATL,53.2,0.94, , ,0.24,-0.43,-2.95,0.63, , , ,2022.0,2022-01-01
208,Caleb Thielbar,MIN,59.1,0.93, ,3.83, , ,1.54,-0.21, , , ,2022.0,2022-01-01
209,Andre Pallante,STL,108.0,0.92, , ,-2.25,5.53,1.43,-2.18, , , ,2022.0,2022-01-01
210,Corey Knebel,PHI,44.2,0.91, , , , ,-0.46,-0.94, , , ,2022.0,2022-01-01
211,Matthew Boyd,SEA,13.1,0.89, , ,8.49,3.05,2.73,1.44, , , ,2022.0,2022-01-01
212,Seranthony Dominguez,PHI,51.0,0.89, , ,2.95,2.50,-0.98, , , , ,2022.0,2022-01-01
213,Brad Boxberger,MIL,64.0,0.89, , , ,0.67,-0.31, , , , ,2022.0,2022-01-01
214,Beau Sulser,- - -,22.1,0.87,0.55, , ,-2.80, ,-5.00, , , ,2022.0,2022-01-01
215,Adrian Sampson,CHC,104.1,0.87, , ,0.53,0.97,-0.45, , , , ,2022.0,2022-01-01
216,Jesus Luzardo,MIA,100.1,0.86, , ,0.85,2.25,-0.03, , , , ,2022.0,2022-01-01
217,Penn Murfee,SEA,69.1,0.85, , ,-0.11, ,2.31, , , , ,2022.0,2022-01-01
218,Chase Anderson,CIN,24.0,0.84,-2.11, ,-5.53,2.00,0.86,-2.68, , , ,2022.0,2022-01-01
219,Jharel Cotton,- - -,43.0,0.79,-0.37, , ,-0.19,-0.46,-4.50, , , ,2022.0,2022-01-01
220,Tyler Anderson,LAD,178.2,0.78,1.51, ,-1.03,1.87, ,-0.18, , , ,2022.0,2022-01-01
221,Michael Kopech,CHW,119.1,0.78, , , ,-1.07,-0.32,0.48, , , ,2022.0,2022-01-01
222,Max Fried,ATL,185.1,0.77, , ,1.57,1.78,0.75,1.41, , , ,2022.0,2022-01-01
223,Eric Lauer,MIL,158.2,0.76,-0.41, , ,-3.88,1.01,-1.11, , , ,2022.0,2022-01-01
224,Seth Martinez,HOU,38.2,0.76,-1.09, ,2.29,2.20,1.70, , , , ,2022.0,2022-01-01
225,Tyler Mahle,- - -,120.2,0.74,-0.74,-0.14, , ,-0.57,-11.52, , , ,2022.0,2022-01-01
226,Eli Morgan,CLE,66.2,0.73, , , ,0.40,2.99,-3.65, , , ,2022.0,2022-01-01
227,Garrett Hill,DET,60.1,0.71, , ,1.29,-1.57,-1.54,-0.32, , , ,2022.0,2022-01-01
228,Jarlin Garcia,SFG,65.0,0.71, , , ,-0.39,0.07, , , , ,2022.0,2022-01-01
229,Freddy Peralta,MIL,78.0,0.71, , , ,1.33,0.03,2.68, , , ,2022.0,2022-01-01
230,Kendall Graveman,CHW,65.0,0.70, , ,-0.52,1.09,0.38,-2.74, , , ,2022.0,2022-01-01
231,Logan Gillaspie,BAL,17.1,0.69, , , ,-3.62,-0.07,-0.52, , , ,2022.0,2022-01-01
232,Ian Gibaut,- - -,36.0,0.69,-4.98, , ,0.12,0.86, , , , ,2022.0,2022-01-01
233,Taylor Widener,ARI,17.1,0.69,0.94, , ,-0.11,-5.69, , , , ,2022.0,2022-01-01
234,Gerrit Cole,NYY,200.2,0.68,0.75, , ,-0.43,1.22,-0.34, , , ,2022.0,2022-01-01
235,Brock Burke,TEX,82.1,0.68,2.58, ,-1.67,0.81,0.97, , , , ,2022.0,2022-01-01
236,Matt Foster,CHW,45.0,0.67, , , ,-2.50,-0.51,1.47, , , ,2022.0,2022-01-01
237,David Bednar,PIT,51.2,0.66, ,2.80, , , ,0.48, , , ,2022.0,2022-01-01
238,Ty Blach,COL,44.1,0.66, , , ,-3.56,3.86,-10.85, , , ,2022.0,2022-01-01
239,Nicklaus Snyder,TEX,1.0,0.66,-0.67, , , ,-16.41, , , , ,2022.0,2022-01-01
240,Dillon Peters,PIT,39.1,0.66, , ,2.18,-1.94,-4.30,1.40, , , ,2022.0,2022-01-01
241,Matthew Festa,SEA,54.0,0.65, , ,-8.98,-4.77,-0.06, , , , ,2022.0,2022-01-01
242,Brandon Woodruff,MIL,153.1,0.65, , ,0.83,0.73,0.74,-0.06, , , ,2022.0,2022-01-01
243,Bailey Falter,PHI,84.0,0.65, , ,-0.14,-6.69,-0.31,-1.29, , , ,2022.0,2022-01-01
244,Nick Sandlin,CLE,44.0,0.65, , ,2.51,3.44,0.48, , , , ,2022.0,2022-01-01
245,Cole Sands,MIN,30.2,0.64, ,-0.66,9.71,-12.37,-2.67, , , , ,2022.0,2022-01-01
246,Darren O'Day,ATL,21.2,0.64, , ,-4.35, ,-0.41, , , , ,2022.0,2022-01-01
247,Louie Varland,MIN,26.0,0.64, , , ,1.49,-1.08,-1.75, , , ,2022.0,2022-01-01
248,Jose Quijada,LAA,40.2,0.64, , , ,-0.44, ,2.19, , , ,2022.0,2022-01-01
249,Peter Strzelecki,MIL,35.0,0.64, , , ,1.55,0.20, , , , ,2022.0,2022-01-01
250,Robbie Ray,SEA,189.0,0.63, , ,-0.73,-3.49,0.57,-9.93, , , ,2022.0,2022-01-01
251,Cal Quantrill,CLE,186.1,0.62,0.42, ,-0.39,1.20, ,1.29, , , ,2022.0,2022-01-01
252,Dustin May,LAD,30.0,0.62,-1.11, ,1.20,-0.31,1.45, , , , ,2022.0,2022-01-01
253,Joe Jimenez,DET,56.2,0.61, , , ,0.08,1.95, , , , ,2022.0,2022-01-01
254,Riley O'Brien,SEA,1.0,0.61, , , , ,-0.43, , , , ,2022.0,2022-01-01
255,Nick Lodolo,CIN,103.1,0.60,-0.39, ,-0.44,-1.57, ,0.12, , , ,2022.0,2022-01-01
256,Logan Gilbert,SEA,185.2,0.59, , ,-1.84,0.59,-0.29,0.40, , , ,2022.0,2022-01-01
257,Matt Barnes,BOS,39.2,0.58, , , ,1.58,-3.75,-0.24, , , ,2022.0,2022-01-01
258,DL Hall,BAL,13.2,0.57, , , ,0.87,-2.42,-0.94, , , ,2022.0,2022-01-01
259,Emilio Pagan,MIN,63.0,0.56,-3.03,-1.31, , ,1.34,1.72, , , ,2022.0,2022-01-01
260,Mike Brosseau,MIL,3.0,0.56, , , ,-2.81, , , , , ,2022.0,2022-01-01
261,John Means,BAL,8.0,0.55, , , ,1.00,0.07,2.29, , , ,2022.0,2022-01-01
262,John Schreiber,BOS,65.0,0.54, , ,2.76,-0.79,0.88, , , , ,2022.0,2022-01-01
263,Tyler Glasnow,TBR,6.2,0.54, , , , ,0.83,8.00, , , ,2022.0,2022-01-01
264,Trevor Megill,MIN,45.0,0.54, , , , ,-2.01,-0.81, , , ,2022.0,2022-01-01
265,Joey Krehbiel,BAL,57.2,0.53,-1.86, , ,0.59,-5.11, , , , ,2022.0,2022-01-01
266,Jose Cisnero,DET,25.0,0.53, , ,-0.47,2.17,4.94, , , , ,2022.0,2022-01-01
267,Alex Young,- - -,26.2,0.52,12.92, ,-0.35,1.33,0.75,-1.89, , , ,2022.0,2022-01-01
268,Cole Sulser,MIA,34.0,0.51, , , ,-2.06,-2.63,5.64, , , ,2022.0,2022-01-01
269,Robert Suarez,SDP,47.2,0.51,-0.45, ,3.53,1.06,-3.39,-0.98, , , ,2022.0,2022-01-01
270,Mike Mayers,LAA,50.2,0.50,-5.25, ,10.11,-2.33,-1.84,-4.71, , , ,2022.0,2022-01-01
271,Buck Farmer,CIN,47.0,0.49, , ,3.99,-0.69,1.03, , , , ,2022.0,2022-01-01
272,Adbert Alzolay,CHC,13.1,0.48,-0.39, ,6.38,-11.08,3.39, , , , ,2022.0,2022-01-01
273,Noe Ramirez,ARI,50.0,0.47, , , ,-1.14,-0.98, , , , ,2022.0,2022-01-01
274,Jeff Brigham,MIA,24.0,0.45, , ,-0.61, ,-0.24, , , , ,2022.0,2022-01-01
275,Andrew Knizner,STL,0.2,0.45, , , , , , , , , ,2022.0,2022-01-01
276,Michael Rucker,CHC,54.2,0.43,-5.66, ,-2.49,0.92,1.31,1.28, , , ,2022.0,2022-01-01
277,David McKay,- - -,6.2,0.42, , , ,-3.65,-5.15,-3.86, , , ,2022.0,2022-01-01
278,Jovani Moran,MIN,40.2,0.42, , , ,2.95,0.19,-15.27, , , ,2022.0,2022-01-01
279,Carl Edwards Jr.,WSN,62.0,0.42, , , ,1.39, ,-0.63, , , ,2022.0,2022-01-01
280,Kyle Muller,ATL,12.1,0.42, , , ,-5.92,-1.54,-0.08, , , ,2022.0,2022-01-01
281,Zack Greinke,KCR,137.0,0.41,15.42, ,-5.59,-1.63,-0.74,1.27,-33.51, , ,2022.0,2022-01-01
282,Duane Underwood Jr.,PIT,57.1,0.40,0.77, ,0.99,-1.36, ,-1.10, , , ,2022.0,2022-01-01
283,Joey Wentz,DET,32.2,0.39,1.24, , ,-1.66, ,0.59, , , ,2022.0,2022-01-01
284,Manny Banuelos,- - -,41.0,0.39, , ,1.43,0.65,0.00,-0.76, , , ,2022.0,2022-01-01
285,Reid Detmers,LAA,129.0,0.38, , , ,-0.67,0.59,0.10, , , ,2022.0,2022-01-01
286,Graham Ashcraft,CIN,105.0,0.37, , ,-1.20,-11.45,-1.10, , , , ,2022.0,2022-01-01
287,Tyler Kinley,COL,24.0,0.37, , ,-0.60,1.30,1.98, , , , ,2022.0,2022-01-01
288,Colin Poche,TBR,58.2,0.37, , , , ,-2.35,-0.01, , , ,2022.0,2022-01-01
289,Juan Minaya,MIN,9.2,0.37, , , ,1.12,-2.68, , , , ,2022.0,2022-01-01
290,Tylor Megill,NYM,47.1,0.37, , , ,-3.23,1.41,1.78, , , ,2022.0,2022-01-01
291,Adonis Medina,NYM,23.2,0.37,-2.25, ,1.92,-4.26,-4.57, , , , ,2022.0,2022-01-01
292,Jon Gray,TEX,127.1,0.36, , , ,1.43,0.77,-1.58, , , ,2022.0,2022-01-01
293,Andrew Chafin,DET,57.1,0.35, , ,0.03,-2.74,2.34, , , , ,2022.0,2022-01-01
294,Shane McClanahan,TBR,166.1,0.35, , , ,3.15,0.02,2.19, , , ,2022.0,2022-01-01
295,Chad Green,NYY,15.0,0.35, ,4.86, , ,1.98, , , , ,2022.0,2022-01-01
296,Jalen Beeks,TBR,61.0,0.34,-13.97, , ,1.23,-15.25, , , , ,2022.0,2022-01-01
297,Carlos Estevez,COL,57.0,0.34, , , ,0.87,0.19, , , , ,2022.0,2022-01-01
298,Blake Taylor,HOU,16.0,0.34, , , ,16.89,-1.57, , , , ,2022.0,2022-01-01
299,Bailey Ober,MIN,56.0,0.33, , , ,-0.97,2.37,2.54, , , ,2022.0,2022-01-01
300,Dylan Coleman,KCR,68.0,0.33, , ,17.82, ,0.44, , , , ,2022.0,2022-01-01
301,Ross Stripling,TOR,134.1,0.31, , ,1.94,0.69,1.66,-0.68, , , ,2022.0,2022-01-01
302,Calvin Faucher,TBR,21.1,0.31,-3.46, ,-6.50, ,1.45,-5.35, , , ,2022.0,2022-01-01
303,Jose Urquidy,HOU,164.1,0.30,-0.77, , ,0.01,-0.28,-1.21, , , ,2022.0,2022-01-01
304,Shawn Armstrong,- - -,61.2,0.30,-0.38, ,-0.18, ,-4.59, , , , ,2022.0,2022-01-01
305,Edwin Diaz,NYM,62.0,0.30, , , , ,3.81, , , , ,2022.0,2022-01-01
306,Jake Diekman,- - -,57.2,0.29, , ,-1.26,-1.23,-1.61, , , , ,2022.0,2022-01-01
307,Andrew Bellatti,PHI,54.1,0.29, , , ,-3.06,0.14,0.62, , , ,2022.0,2022-01-01
308,David Peterson,NYM,105.2,0.28, , ,-1.10,-0.10,0.82,-0.93, , , ,2022.0,2022-01-01
309,Oliver Ortega,LAA,34.0,0.27, , ,3.33, ,-1.72,-1.54, , , ,2022.0,2022-01-01
310,Trevor Stephan,CLE,63.2,0.27, ,0.69, , ,1.53, , , , ,2022.0,2022-01-01
311,Matt Bush,- - -,59.2,0.27, , ,2.26, ,-2.58,2.28, , , ,2022.0,2022-01-01
312,Mark Melancon,ARI,56.0,0.27,0.00,2.48,0.17, ,5.03,-0.56, , , ,2022.0,2022-01-01
313,Angel De Jesus,DET,12.2,0.26, , , ,-8.42,1.30, , , , ,2022.0,2022-01-01
314,Anderson Severino,CHW,7.1,0.26, , , ,3.98,0.51,-9.22, , , ,2022.0,2022-01-01
315,John Brebbia,SFG,68.0,0.26, , , ,-2.02,-0.55, , , , ,2022.0,2022-01-01
316,Bryan Garcia,DET,20.1,0.26, , , ,3.41,-1.38, , , , ,2022.0,2022-01-01
317,Pablo Lopez,MIA,180.0,0.25,-1.38, ,0.49,0.41, ,1.02, , , ,2022.0,2022-01-01
318,Jeurys Familia,- - -,44.1,0.25, ,-0.86,-2.45, ,-0.85, , , , ,2022.0,2022-01-01
319,Jimmy Lambert,CHW,47.0,0.24, , , ,0.40,0.42,-1.42, , , ,2022.0,2022-01-01
320,Drew Smith,NYM,46.0,0.24, , , ,3.68,-0.28,1.45, , , ,2022.0,2022-01-01
321,Nick Nelson,PHI,68.2,0.24, , , ,-1.71,1.16,6.70, , , ,2022.0,2022-01-01
322,Joel Payamps,- - -,55.2,0.23, , ,-0.71,1.37,-0.94, , , , ,2022.0,2022-01-01
323,Tyler Thornburg,- - -,19.0,0.22, , , ,-1.43,5.50,-0.10, , , ,2022.0,2022-01-01
324,Ashton Goudeau,COL,20.1,0.21, , , ,-0.29, ,-3.47, , , ,2022.0,2022-01-01
325,Trevor Gott,MIL,45.2,0.21, , ,-0.19,-19.86,1.59,0.19, , , ,2022.0,2022-01-01
326,Taylor Hearn,TEX,100.0,0.21,-2.57, ,-1.26,-2.11,-0.82, , , , ,2022.0,2022-01-01
327,Rony Garcia,DET,51.0,0.21, , ,2.08,0.26,-0.28, , , , ,2022.0,2022-01-01
328,Ryan Pepiot,LAD,36.1,0.20,-0.73, , ,0.02, , , , , ,2022.0,2022-01-01
