#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,Year,YearDate
644,Randy Dobnak,MIN,59.5%,91.7,33.2%,84.3, , , , ,7.3%,84.6, , , , , ,2021.0,2021-01-01
645,Aaron Slegers,LAA,58.4%,91.7,33.2%,86.1, , , , ,8.5%,86.8, , , , ,0.5%,2021.0,2021-01-01
646,Jake Woodford,STL,59.5%,91.7,22.5%,82.2, , ,12.5%,76.4,5.4%,84.9, , , , , ,2021.0,2021-01-01
647,Jay Flaa,- - -,68.9%,91.7, , , , ,8.2%,80.8, , ,23.0%,84.4, , , ,2021.0,2021-01-01
648,Phil Maton,- - -,45.2%,91.7,17.8%,84.5,4.7%,90.2,32.3%,77.5, , , , , , , ,2021.0,2021-01-01
649,Tim Hill,SDP,84.5%,91.7,15.4%,84.8, , , , ,0.1%,86.0, , , , ,1.4%,2021.0,2021-01-01
650,Ross Detwiler,- - -,51.4%,91.7,36.8%,85.2, , ,7.5%,77.4,4.3%,85.5, , , , ,0.2%,2021.0,2021-01-01
651,Matt Shoemaker,MIN,41.0%,91.7,26.0%,82.0, , , , , , ,33.0%,85.3, , ,0.4%,2021.0,2021-01-01
652,Austin Gomber,COL,40.7%,91.6,24.3%,85.3, , ,15.6%,75.7,19.4%,83.1, , , , ,0.3%,2021.0,2021-01-01
653,Kent Emanuel,HOU,52.5%,91.6,28.3%,77.8, , , , ,19.2%,84.1, , , , , ,2021.0,2021-01-01
654,Nivaldo Rodriguez,HOU,57.9%,91.6, , ,17.5%,87.5,9.6%,80.8,14.9%,83.5, , , , , ,2021.0,2021-01-01
655,Ryan Meisinger,CHC,58.4%,91.6,34.2%,83.7, , , , ,7.4%,84.5, , , , , ,2021.0,2021-01-01
656,Chasen Shreve,PIT,40.2%,91.6,23.0%,81.5, , , , , , ,36.9%,82.9, , , ,2021.0,2021-01-01
657,Adam Plutko,BAL,49.6%,91.6,11.0%,83.5,32.3%,87.8,7.0%,77.0, , , , , , ,0.4%,2021.0,2021-01-01
658,Jose Quintana,- - -,58.6%,91.6,12.7%,79.1, , ,14.1%,78.6,14.6%,86.7, , , , ,0.1%,2021.0,2021-01-01
659,Kolby Allard,TEX,47.3%,91.6, , ,24.8%,86.4,11.1%,75.9,16.8%,83.7, , , , , ,2021.0,2021-01-01
660,Aaron Civale,CLE,32.9%,91.6,11.5%,83.4,25.5%,87.7,16.2%,77.1, , ,13.8%,85.6, , , ,2021.0,2021-01-01
661,Javy Guerra,WSN,58.8%,91.6,30.4%,87.5, , ,8.1%,78.1, , ,2.7%,82.5, , , ,2021.0,2021-01-01
662,Aaron Fletcher,SEA,58.1%,91.5,16.3%,80.2, , , , ,25.6%,78.4, , , , , ,2021.0,2021-01-01
663,James Hoyt,LAA,34.6%,91.5,64.8%,84.2, , , , , , ,0.5%,87.0, , , ,2021.0,2021-01-01
664,Matt Wisler,- - -,9.1%,91.5,90.9%,81.6, , , , , , , , , , ,0.1%,2021.0,2021-01-01
665,Alec Bettinger,MIL,63.8%,91.5,5.0%,84.0,9.5%,88.4,17.1%,74.9,4.5%,82.0, , , , , ,2021.0,2021-01-01
666,Bruce Zimmermann,BAL,42.2%,91.5,18.6%,86.2, , ,13.5%,81.9,25.8%,84.5, , , , , ,2021.0,2021-01-01
667,Grant Dayton,ATL,65.2%,91.5, , , , ,34.8%,77.3, , , , , , ,1.6%,2021.0,2021-01-01
668,Chase Anderson,PHI,39.6%,91.5, , ,22.1%,86.7,9.0%,76.9,29.3%,82.0, , , , ,0.5%,2021.0,2021-01-01
669,Luke Farrell,MIN,40.2%,91.4,51.6%,81.8, , ,6.3%,76.6, , ,1.9%,83.4, , , ,2021.0,2021-01-01
670,Caleb Smith,ARI,48.1%,91.4,29.6%,84.8, , ,7.5%,77.9,14.7%,82.2, , , , ,0.4%,2021.0,2021-01-01
671,Chris Devenski,ARI,33.8%,91.4,12.4%,79.4, , ,5.5%,74.0,48.3%,80.2, , , , , ,2021.0,2021-01-01
672,Jake Arrieta,- - -,53.7%,91.4, , ,23.9%,88.3,15.4%,80.4,7.0%,86.9, , , , ,0.4%,2021.0,2021-01-01
673,Miguel Aguilar,ARI,59.6%,91.4,18.3%,80.5,19.2%,86.0, , ,2.9%,85.7, , , , ,3.8%,2021.0,2021-01-01
674,Robert Dugger,SEA,42.5%,91.4,21.0%,80.7, , ,32.5%,74.8,3.9%,82.7, , , , , ,2021.0,2021-01-01
675,Kyle Freeland,COL,41.6%,91.4,22.8%,86.0, , ,19.9%,80.3,15.7%,85.5, , , , ,0.1%,2021.0,2021-01-01
676,AJ Ramos,LAA,32.3%,91.4,16.1%,78.9,22.6%,86.9, , ,29.0%,82.9, , , , , ,2021.0,2021-01-01
677,Wes Benjamin,TEX,43.6%,91.3,28.9%,85.3, , ,15.0%,78.3,12.6%,84.2, , , , , ,2021.0,2021-01-01
678,Andrew Vasquez,LAD,11.1%,91.3,88.9%,82.1, , , , , , , , , , , ,2021.0,2021-01-01
679,Mike Wright Jr.,CHW,60.6%,91.3, , ,29.8%,86.0,0.3%,71.0,9.2%,77.2, , , , , ,2021.0,2021-01-01
680,Caleb Thielbar,MIN,49.2%,91.3,34.4%,80.3, , ,16.4%,71.8, , , , , , ,0.2%,2021.0,2021-01-01
681,Scott Blewett,KCR,68.5%,91.3,27.2%,83.2, , , , ,4.3%,83.8, , , , , ,2021.0,2021-01-01
682,Seth Frankoff,ARI,40.0%,91.3, , ,30.4%,87.7,11.5%,78.4,18.1%,84.5, , , , , ,2021.0,2021-01-01
683,Jose Alvarez,SFG,57.8%,91.3,11.0%,81.7,3.1%,86.1, , ,28.0%,81.3, , , , ,0.4%,2021.0,2021-01-01
684,Joe Ryan,MIN,65.8%,91.3,16.0%,80.7, , ,7.8%,72.7,10.4%,83.3, , , , , ,2021.0,2021-01-01
685,Stephen Tarpley,NYM,60.0%,91.2,40.0%,79.8, , , , , , , , , , , ,2021.0,2021-01-01
686,Josh Fleming,TBR,46.2%,91.2, , ,27.1%,86.4,4.7%,78.7,22.0%,81.9, , , , ,1.2%,2021.0,2021-01-01
687,Kohl Stewart,CHC,41.8%,91.2,40.1%,86.8,4.6%,89.2,3.4%,76.9,10.1%,87.7, , , , , ,2021.0,2021-01-01
688,Joe Mantiply,ARI,51.4%,91.2,30.3%,80.9, , , , ,18.4%,83.5, , , , ,1.9%,2021.0,2021-01-01
689,Jesse Chavez,ATL,40.3%,91.2,10.4%,82.7,39.4%,89.1, , ,9.8%,84.7, , , , ,0.8%,2021.0,2021-01-01
690,Jon Duplantier,ARI,61.5%,91.2,16.7%,84.3, , ,13.0%,78.9,8.9%,83.9, , , , , ,2021.0,2021-01-01
691,Trevor Williams,- - -,60.2%,91.1,20.9%,83.0, , ,8.7%,77.7,10.1%,84.4, , , , , ,2021.0,2021-01-01
692,Brandon Workman,- - -,35.5%,91.1, , ,13.6%,87.0,50.9%,78.5, , , , , , ,1.6%,2021.0,2021-01-01
693,Ralph Garza,- - -,47.8%,91.1,31.1%,76.8,9.5%,89.8,3.1%,79.4,8.5%,83.9, , , , ,0.8%,2021.0,2021-01-01
694,Joey Lucchesi,NYM,59.0%,91.1, , ,4.3%,91.0, , ,35.3%,78.6,1.4%,81.7, , , ,2021.0,2021-01-01
695,Ryan Thompson,TBR,55.9%,91.0,37.7%,78.2,5.0%,81.2, , ,1.4%,81.0, , , , ,1.7%,2021.0,2021-01-01
696,Kyle McGowin,WSN,31.3%,91.0,68.7%,81.2, , , , , , , , , , ,0.8%,2021.0,2021-01-01
697,Paul Blackburn,OAK,48.3%,91.0,25.6%,87.1, , ,12.2%,79.1,14.0%,85.8, , , , , ,2021.0,2021-01-01
698,Jimmy Herget,- - -,49.5%,91.0,24.7%,83.5, , ,25.1%,73.8,0.7%,83.0, , , , ,1.3%,2021.0,2021-01-01
699,Shawn Morimando,MIA,44.2%,91.0, , ,28.1%,87.0,25.1%,74.9,2.5%,84.0, , , , , ,2021.0,2021-01-01
700,Mike Minor,KCR,42.8%,91.0,21.9%,85.7, , ,15.7%,80.5,19.6%,85.3, , , , , ,2021.0,2021-01-01
701,Conner Menez,SFG,34.0%,91.0,59.1%,82.8, , ,6.9%,79.2, , , , , , , ,2021.0,2021-01-01
702,Sam Selman,- - -,55.5%,91.0,44.5%,79.9, , , , , , , , , , ,0.4%,2021.0,2021-01-01
703,Demarcus Evans,TEX,60.7%,91.0,14.4%,79.6,24.9%,85.8, , , , , , , , , ,2021.0,2021-01-01
704,Kyle Tyler,LAA,62.6%,90.9,31.1%,83.8, , ,3.7%,76.4,2.6%,86.0, , , , , ,2021.0,2021-01-01
705,Kris Bubic,KCR,52.0%,90.9, , , , ,17.2%,78.5,30.8%,80.1, , , , , ,2021.0,2021-01-01
706,Thomas Szapucki,NYM,68.3%,90.9, , , , ,6.1%,77.6,25.6%,84.8, , , , , ,2021.0,2021-01-01
707,Hector Santiago,SEA,66.8%,90.9,7.5%,82.2, , , , ,25.7%,81.5, , , , , ,2021.0,2021-01-01
708,Jakob Junis,KCR,30.5%,90.9,40.5%,82.8,26.0%,89.3, , ,3.0%,84.7, , , , , ,2021.0,2021-01-01
709,Stefan Crichton,ARI,68.9%,90.9,27.9%,77.7, , , , ,3.2%,87.1, , , , ,3.2%,2021.0,2021-01-01
710,Kohei Arihara,TEX,46.1%,90.9,17.8%,81.9,12.6%,87.3,2.4%,74.2,12.8%,81.7,8.2%,83.0, , , ,2021.0,2021-01-01
711,Elieser Hernandez,MIA,54.2%,90.9,34.5%,79.4, , , , ,11.4%,84.4, , , , ,1.0%,2021.0,2021-01-01
712,Spenser Watkins,BAL,46.8%,90.8, , ,30.7%,86.8,16.5%,79.1,6.0%,85.6, , , , , ,2021.0,2021-01-01
713,Zack Godley,MIL,20.5%,90.8, , ,40.9%,88.5,37.5%,82.5,1.1%,84.0, , , , , ,2021.0,2021-01-01
714,Brooks Raley,HOU,22.3%,90.8,29.0%,81.8,32.4%,87.7,12.7%,79.0,3.6%,85.7, , , , , ,2021.0,2021-01-01
715,Zac Lowther,BAL,54.1%,90.8,13.0%,81.1, , ,15.8%,75.4,17.2%,83.4, , , , , ,2021.0,2021-01-01
716,Zac Rosscup,COL,31.3%,90.8,33.3%,85.9, , ,35.4%,81.2, , , , , , , ,2021.0,2021-01-01
717,Dillon Peters,PIT,51.7%,90.8, , , , ,16.3%,75.0,32.1%,84.0, , , , , ,2021.0,2021-01-01
718,Dusten Knight,BAL,38.7%,90.8,0.5%,85.0, , ,27.4%,77.8,33.3%,79.7, , , , , ,2021.0,2021-01-01
719,Deolis Guerra,OAK,45.8%,90.8, , ,14.2%,84.2,9.4%,77.1,30.7%,81.7, , , , , ,2021.0,2021-01-01
720,Dylan Bundy,LAA,51.4%,90.8,21.0%,80.0, , ,13.8%,74.0,13.8%,83.3, , , , ,0.1%,2021.0,2021-01-01
721,Nestor Cortes,NYY,46.8%,90.7,23.4%,85.4, , ,20.1%,77.5,9.7%,83.0, , , , , ,2021.0,2021-01-01
722,Blake Parker,CLE,46.3%,90.7, , ,11.1%,89.0,8.4%,75.9, , ,34.2%,79.4, , , ,2021.0,2021-01-01
723,Asher Wojciechowski,NYY,45.8%,90.7,37.3%,80.7,16.9%,86.8, , , , , , , , , ,2021.0,2021-01-01
724,Tyler Webb,STL,67.9%,90.7,13.5%,74.7, , , , ,18.6%,79.7, , , , ,1.0%,2021.0,2021-01-01
725,Cole Irvin,OAK,60.0%,90.7,15.2%,83.0, , ,2.9%,76.6,21.8%,84.3, , , , , ,2021.0,2021-01-01
726,Michael Pineda,MIN,54.1%,90.7,28.9%,81.3, , , , ,17.0%,85.6, , , , ,0.2%,2021.0,2021-01-01
727,Scott Effross,CHC,59.0%,90.7,31.1%,80.5, , , , ,9.9%,83.0, , , , , ,2021.0,2021-01-01
728,Steven Brault,PIT,53.8%,90.7,21.1%,82.6, , ,4.0%,72.2,21.1%,83.8, , , , ,1.6%,2021.0,2021-01-01
729,Clayton Kershaw,LAD,36.8%,90.7,47.5%,87.1, , ,15.1%,74.3,0.6%,87.0, , , , , ,2021.0,2021-01-01
730,Sean Nolin,WSN,46.7%,90.7, , ,23.6%,82.4,14.0%,73.7,15.6%,80.0, , , , , ,2021.0,2021-01-01
731,Corey Kluber,NYY,29.7%,90.6, , ,27.1%,87.7,29.4%,81.9,13.8%,84.7, , , , , ,2021.0,2021-01-01
732,Cody Stashak,MIN,45.5%,90.6,52.3%,82.5, , , , ,2.3%,86.0, , , , , ,2021.0,2021-01-01
733,Collin McHugh,TBR,10.9%,90.6,52.9%,79.5,33.0%,87.6,3.1%,74.4,0.1%,86.0, , , , ,0.8%,2021.0,2021-01-01
734,Akeem Bostick,NYM,35.7%,90.6,7.1%,79.0, , ,7.1%,74.0, , ,50.0%,85.0, , , ,2021.0,2021-01-01
735,J.A. Happ,- - -,71.3%,90.6,12.1%,83.4, , ,4.2%,79.9, , ,12.4%,86.1, , , ,2021.0,2021-01-01
736,Packy Naughton,LAA,56.9%,90.6,13.1%,83.0, , ,2.3%,74.8,27.7%,81.8, , , , ,1.0%,2021.0,2021-01-01
737,Ryan Buchter,ARI,51.0%,90.6, , ,11.6%,86.7,37.4%,76.2, , , , , , ,1.4%,2021.0,2021-01-01
738,Miguel Yajure,PIT,34.3%,90.6,12.6%,79.3,15.1%,87.0,14.2%,78.1,23.8%,87.7, , , , , ,2021.0,2021-01-01
739,Jace Fry,CHW,60.3%,90.5,25.0%,84.5, , ,14.0%,78.3,0.7%,85.0, , , , , ,2021.0,2021-01-01
740,Tanner Roark,TOR,42.0%,90.5,2.3%,81.0,19.1%,86.8,22.1%,73.1,14.5%,81.7, , , , , ,2021.0,2021-01-01
741,Kenta Maeda,MIN,31.2%,90.5,36.4%,82.2, , ,4.0%,75.8,28.4%,84.3, , , , ,0.1%,2021.0,2021-01-01
742,Brad Peacock,BOS,44.2%,90.5,31.6%,77.0, , ,3.2%,74.0,21.1%,81.3, , , , , ,2021.0,2021-01-01
743,Josh Rogers,WSN,51.4%,90.5,35.6%,82.0, , , , ,12.9%,82.3, , , , , ,2021.0,2021-01-01
744,Humberto Castellanos,ARI,57.0%,90.5,26.2%,76.3,6.1%,86.7, , ,10.7%,84.2, , , , , ,2021.0,2021-01-01
745,Chris Mazza,TBR,32.7%,90.5,29.3%,79.3,35.8%,87.2, , ,2.2%,83.4, , , , ,1.0%,2021.0,2021-01-01
746,Pedro Baez,HOU,30.5%,90.4,8.5%,83.8, , , , ,61.0%,83.2, , , , , ,2021.0,2021-01-01
747,Connor Seabold,BOS,62.8%,90.4,20.9%,81.9, , ,4.7%,77.0,11.6%,80.0, , , , , ,2021.0,2021-01-01
748,Eli Morgan,CLE,49.5%,90.4,21.4%,85.1,2.3%,86.8,4.1%,76.3,22.8%,74.9, , , , , ,2021.0,2021-01-01
749,Justin Bruihl,LAD,12.2%,90.4,29.8%,78.9,58.0%,88.2, , , , , , , , ,2.7%,2021.0,2021-01-01
750,Jordan Yamamoto,NYM,35.1%,90.4,22.5%,79.4,27.0%,86.9,5.4%,74.2,9.9%,84.7, , , , , ,2021.0,2021-01-01
751,Josh Lindblom,MIL,42.1%,90.4,12.9%,76.1,15.8%,86.0,12.0%,73.4,12.3%,84.2,5.0%,83.9, , , ,2021.0,2021-01-01
752,Madison Bumgarner,ARI,36.5%,90.4,34.0%,86.0, , ,21.7%,77.8,7.8%,83.9, , , , ,0.3%,2021.0,2021-01-01
753,Tyler Alexander,DET,35.8%,90.4,15.1%,82.9,30.7%,86.5, , ,18.4%,83.7, , , , , ,2021.0,2021-01-01
754,Seth Martinez,HOU,66.7%,90.4,22.2%,78.1,4.8%,85.0, , ,6.3%,85.0, , , , , ,2021.0,2021-01-01
755,Dane Dunning,TEX,53.0%,90.4,21.5%,79.8,8.1%,85.9,4.8%,78.2,12.7%,84.6, , , , , ,2021.0,2021-01-01
756,Danny Coulombe,MIN,33.5%,90.4,41.8%,84.6, , ,24.8%,78.4, , , , , , ,0.8%,2021.0,2021-01-01
757,Kyle Dohy,PHI,90.0%,90.3, , , , , , ,10.0%,77.0, , , , , ,2021.0,2021-01-01
758,Alex Young,- - -,41.2%,90.3, , ,20.7%,86.0,19.0%,82.4,19.1%,85.4, , , , ,1.5%,2021.0,2021-01-01
759,Tyler Anderson,- - -,47.6%,90.2, , ,27.1%,85.1,0.7%,73.8,24.6%,80.9, , , , ,0.2%,2021.0,2021-01-01
760,Julio Teheran,DET,63.3%,90.2,30.0%,82.0, , , , ,6.7%,81.2, , , , , ,2021.0,2021-01-01
761,Steve Cishek,LAA,61.0%,90.1,38.7%,77.5, , , , ,0.2%,82.3, , , , ,1.6%,2021.0,2021-01-01
762,Tyler Ivey,HOU,50.6%,90.1,19.0%,79.8, , ,16.5%,71.6,13.9%,82.1, , , , , ,2021.0,2021-01-01
763,Ryan Castellani,COL,16.9%,90.1,43.1%,83.1, , ,6.2%,78.0,33.8%,87.8, , , , , ,2021.0,2021-01-01
764,Jerad Eickhoff,NYM,48.7%,90.1,28.6%,82.6, , ,15.4%,75.1,7.3%,84.1, , , , ,2.2%,2021.0,2021-01-01
765,Charlie Culberson,TEX,100.0%,90.1, , , , , , , , , , , , , ,2021.0,2021-01-01
766,Richard Bleier,MIA,62.6%,90.1,12.6%,79.0,23.5%,87.3, , ,1.3%,83.1, , , , ,1.8%,2021.0,2021-01-01
767,Aaron Sanchez,SFG,47.6%,90.0, , , , ,30.6%,74.3,21.8%,83.6, , , , , ,2021.0,2021-01-01
768,Blaine Hardy,MIL,3.2%,90.0,48.4%,85.7, , ,6.5%,77.0,41.9%,79.6, , , , , ,2021.0,2021-01-01
769,Konner Wade,BAL,34.3%,90.0, , ,29.4%,87.6,2.4%,78.3,33.9%,82.5, , , , ,1.6%,2021.0,2021-01-01
770,Bernardo Flores Jr.,STL,8.3%,90.0, , , , ,25.0%,71.0,66.7%,85.5, , , , , ,2021.0,2021-01-01
771,Braxton Garrett,MIA,49.2%,90.0,21.7%,82.7, , ,17.4%,76.8,11.8%,84.5, , , , , ,2021.0,2021-01-01
772,Daniel Castano,MIA,51.7%,90.0,35.1%,80.4, , , , ,13.2%,81.3, , , , , ,2021.0,2021-01-01
773,Hyun-Jin Ryu,TOR,36.0%,90.0,6.8%,85.6,19.1%,86.4,12.6%,73.9,25.5%,79.9, , , , , ,2021.0,2021-01-01
774,Hyeon-jong Yang,TEX,45.8%,90.0,22.8%,80.6, , ,4.1%,72.3,27.4%,81.5, , , , , ,2021.0,2021-01-01
775,Nick Tropeano,- - -,45.0%,89.9, , , , ,28.3%,78.5,15.8%,80.3,10.8%,80.2, , , ,2021.0,2021-01-01
776,Nabil Crismatt,SDP,25.1%,89.9, , , , ,23.6%,71.5,51.3%,82.3, , , , ,0.4%,2021.0,2021-01-01
777,Luis Madero,MIA,39.7%,89.9,50.0%,81.1, , , , ,10.3%,84.6, , , , ,1.9%,2021.0,2021-01-01
778,Wade Miley,CIN,17.5%,89.8,4.8%,79.4,46.6%,85.4,3.8%,75.0,27.2%,82.0, , , , , ,2021.0,2021-01-01
779,Trevor Cahill,PIT,36.2%,89.8,18.2%,85.2, , ,21.7%,78.7,23.9%,82.3, , , , , ,2021.0,2021-01-01
780,Charlie Barnes,MIN,44.1%,89.8,24.3%,81.9, , ,2.4%,73.6,29.2%,79.3, , , , , ,2021.0,2021-01-01
781,Nick Ramirez,SDP,30.8%,89.8,10.5%,84.2,18.7%,87.6,0.6%,78.5,39.4%,79.3, , , , ,1.6%,2021.0,2021-01-01
782,Daniel Zamora,SEA,21.5%,89.7,78.5%,77.2, , , , , , , , , , , ,2021.0,2021-01-01
783,Drew Carlton,DET,57.5%,89.7,20.5%,79.1, , ,8.2%,78.7,13.7%,84.4, , , , , ,2021.0,2021-01-01
784,Tyler Gilbert,ARI,40.8%,89.7, , ,45.2%,86.4,7.7%,75.5,6.3%,80.2, , , , , ,2021.0,2021-01-01
785,Nick Margevicius,SEA,71.8%,89.6,7.3%,83.8, , ,17.8%,71.9, , ,3.1%,81.3, , , ,2021.0,2021-01-01
786,Ryan Hartman,HOU,63.0%,89.5,4.3%,81.5, , ,6.5%,75.0,26.1%,83.6, , , , , ,2021.0,2021-01-01
787,Jordan Zimmermann,MIL,39.0%,89.5,42.7%,85.6, , ,7.3%,80.5, , ,11.0%,85.4, , , ,2021.0,2021-01-01
788,Reiver Sanmartin,CIN,48.1%,89.4,27.6%,80.2, , , , ,24.3%,84.1, , , , , ,2021.0,2021-01-01
789,Luis Avilan,WSN,43.5%,89.3, , , , ,6.5%,75.9,50.0%,83.5, , , , , ,2021.0,2021-01-01
790,Brody Koerner,NYY,55.8%,89.3,11.5%,80.8,25.0%,87.0,3.8%,74.5,3.8%,84.0, , , , , ,2021.0,2021-01-01
791,Oliver Perez,CLE,67.9%,89.2,32.1%,76.0, , , , , , , , , , ,7.1%,2021.0,2021-01-01
792,Nick Vincent,MIN,46.7%,89.2, , ,42.9%,86.3,2.7%,79.4,7.7%,83.5, , , , , ,2021.0,2021-01-01
793,Noe Ramirez,- - -,37.5%,89.2,32.6%,76.8, , , , ,29.9%,84.1, , , , , ,2021.0,2021-01-01
794,Hoby Milner,MIL,56.2%,89.2,35.9%,79.4, , , , ,7.9%,81.6, , , , , ,2021.0,2021-01-01
795,Kwang-hyun Kim,STL,41.8%,89.1,37.7%,83.6, , ,8.8%,69.7, , ,11.8%,80.5, , ,0.3%,2021.0,2021-01-01
796,Brett Anderson,MIL,46.2%,89.1,7.9%,81.4,8.2%,85.7,12.6%,76.0,25.2%,82.1, , , , , ,2021.0,2021-01-01
797,Adam Wainwright,STL,37.9%,89.1, , ,21.7%,85.0,34.1%,73.4,6.3%,82.7, , , , ,0.4%,2021.0,2021-01-01
798,Alec Mills,CHC,60.1%,89.0,12.6%,76.7, , ,10.4%,65.9,16.8%,79.2, , , , ,0.3%,2021.0,2021-01-01
799,Paolo Espino,WSN,55.2%,89.0,16.4%,77.6, , ,24.2%,71.2,4.1%,83.8, , , , ,0.5%,2021.0,2021-01-01
800,Lewis Thorpe,MIN,46.2%,89.0,30.3%,84.1, , ,9.2%,71.8,14.3%,82.2, , , , , ,2021.0,2021-01-01
801,Trevor Hildenberger,NYM,46.6%,89.0,36.2%,77.7, , , , ,17.2%,78.6, , , , , ,2021.0,2021-01-01
802,Zack Greinke,HOU,46.1%,88.9,15.2%,83.6, , ,16.5%,71.2,22.2%,86.3, , , , , ,2021.0,2021-01-01
803,Josh Tomlin,ATL,22.5%,88.9, , ,47.2%,86.0,28.8%,76.4,1.5%,84.8, , , , , ,2021.0,2021-01-01
804,T.J. McFarland,STL,68.6%,88.9,8.4%,79.6, , , , ,23.0%,82.1, , , , ,0.8%,2021.0,2021-01-01
805,Tyler Clippard,ARI,43.2%,88.9, , ,2.4%,83.2,4.9%,74.5,34.4%,78.3,15.1%,81.2, , ,1.0%,2021.0,2021-01-01
806,Preston Guilmet,MIA,37.9%,88.9,10.3%,77.7, , , , , , ,51.7%,81.0, , , ,2021.0,2021-01-01
807,Ryan Weber,- - -,65.6%,88.7,20.0%,78.1,1.9%,86.0,5.6%,74.8,6.9%,80.9, , , , , ,2021.0,2021-01-01
808,Jhonathan Diaz,LAA,57.0%,88.7,29.1%,79.0, , ,1.7%,74.5,12.2%,81.4, , , , , ,2021.0,2021-01-01
809,Adam Kolarek,OAK,71.1%,88.6,10.5%,76.1, , , , ,18.4%,82.1, , , , , ,2021.0,2021-01-01
810,Alexander Wells,BAL,50.8%,88.5,16.0%,81.2, , ,19.4%,72.8,13.8%,83.3, , , , , ,2021.0,2021-01-01
811,Kyle Ryan,CHC,58.7%,88.5, , ,27.6%,87.5,13.8%,81.5, , , , , , ,1.8%,2021.0,2021-01-01
812,Andrew Miller,STL,35.3%,88.5,64.7%,78.2, , , , , , , , , , ,0.6%,2021.0,2021-01-01
813,Andrew Albers,MIN,63.8%,88.4,14.5%,78.1, , ,6.8%,68.9,14.8%,80.1, , , , ,0.3%,2021.0,2021-01-01
814,Marco Gonzales,SEA,50.6%,88.4, , ,14.0%,85.6,15.4%,75.2,20.1%,79.4, , , , ,0.2%,2021.0,2021-01-01
815,Jon Lester,- - -,46.7%,88.4, , ,26.8%,86.5,8.4%,72.7,18.1%,81.4, , , , ,0.5%,2021.0,2021-01-01
816,Mike Kickham,LAD,8.9%,88.3,82.2%,82.6, , ,8.9%,77.3, , , , , , , ,2021.0,2021-01-01
817,Aaron Northcraft,SDP,72.9%,88.1,13.2%,81.0, , , , ,14.0%,80.6, , , , , ,2021.0,2021-01-01
818,Zach Davies,CHC,52.5%,88.0,0.6%,79.8,7.5%,86.6,6.9%,74.2,32.4%,78.5, , , , ,0.2%,2021.0,2021-01-01
819,Kevin Quackenbush,LAD,45.0%,88.0,15.0%,81.3, , ,40.0%,76.9, , , , , , , ,2021.0,2021-01-01
820,Jake Reed,- - -,36.9%,88.0,63.1%,79.9, , , , , , , , , , ,2.5%,2021.0,2021-01-01
821,Darren McCaughan,SEA,53.7%,88.0,31.3%,78.7, , , , ,15.0%,80.8, , , , , ,2021.0,2021-01-01
822,Rich Hill,- - -,50.0%,88.0,6.5%,69.2,3.2%,83.1,37.8%,71.8, , ,2.5%,80.3, , , ,2021.0,2021-01-01
823,Dallas Keuchel,CHW,40.1%,87.9,7.1%,77.9,24.2%,85.2, , ,28.6%,79.6, , , , ,0.1%,2021.0,2021-01-01
824,Alex Blandino,CIN,70.8%,87.8, , , , ,2.8%,73.0,9.7%,79.9, , ,16.7%,70.8, ,2021.0,2021-01-01
825,Mickey Jannis,BAL,12.7%,87.8, , , , , , , , , , ,87.3%,77.2, ,2021.0,2021-01-01
826,Yusmeiro Petit,OAK,45.0%,87.7, , ,23.8%,84.6,13.6%,74.9,17.7%,80.9, , , , ,0.5%,2021.0,2021-01-01
827,Wade LeBlanc,- - -,40.1%,87.7, , ,26.6%,85.0,10.8%,73.4,22.5%,79.6, , , , ,1.3%,2021.0,2021-01-01
828,Jake Cronenworth,SDP,100.0%,87.6, , , , , , , , , , , , , ,2021.0,2021-01-01
829,Adam Eaton,LAA,76.2%,87.4,14.3%,79.7, , ,9.5%,70.0, , , , , , , ,2021.0,2021-01-01
830,Brent Suter,MIL,77.1%,87.4,9.3%,80.0, , ,4.5%,76.0,9.2%,83.9, , , , ,1.0%,2021.0,2021-01-01
831,Cooper Criswell,LAA,48.8%,87.4,34.1%,75.2, , , , ,17.1%,83.1, , , , , ,2021.0,2021-01-01
832,Kyle Hendricks,CHC,60.5%,87.3, , , , ,11.7%,73.2,27.8%,80.1, , , , ,0.4%,2021.0,2021-01-01
833,Marwin Gonzalez,BOS,27.3%,87.3,9.1%,72.0, , ,63.6%,46.2, , , , , , , ,2021.0,2021-01-01
834,Sergio Alcantara,CHC,100.0%,87.3, , , , , , , , , , , , , ,2021.0,2021-01-01
835,Mitch Moreland,OAK,76.5%,87.2, , , , ,11.8%,73.5,11.8%,73.5, , , , , ,2021.0,2021-01-01
836,Adam Cimber,- - -,67.9%,87.1,32.1%,78.5, , , , , , , , , , ,1.2%,2021.0,2021-01-01
837,Mike Fiers,OAK,55.3%,87.0, , ,25.7%,83.4,7.9%,71.6, , ,11.2%,81.5, , , ,2021.0,2021-01-01
838,Eric Yardley,MIL,73.0%,87.0,20.6%,73.0, , , , ,6.3%,79.1, , , , ,1.0%,2021.0,2021-01-01
839,Ryne Harper,WSN,21.9%,86.6, , , , ,78.1%,72.5, , , , , , ,0.7%,2021.0,2021-01-01
840,Thomas Eshelman,BAL,48.5%,86.6,26.1%,77.9, , ,10.9%,76.1,14.5%,81.3, , , , , ,2021.0,2021-01-01
