#,Name,Team,IP,Events,EV,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,Year,YearDate
1,Mike Freeman,CIN,0.1,0, , , ,0, ,0, ,0.00,0.00,2021.0,2021-01-01
2,Romy Gonzalez,CHW,0.1,0, , , ,0, ,0, ,0.00,0.00,2021.0,2021-01-01
3,Nick Maton,PHI,0.1,0, , , ,0, ,0, ,0.00,0.00,2021.0,2021-01-01
4,Anthony Rizzo,CHC,0.2,1,46.4,46.4,-31.5,0,0.0%,0,0.0%,0.00,3.55,2021.0,2021-01-01
5,Jack Mayfield,SEA,0.1,1,51.9,51.9,-45.3,0,0.0%,0,0.0%,0.00,1.95,2021.0,2021-01-01
6,James Paxton,SEA,1.1,2,66.2,81.8,14.5,0,0.0%,0,0.0%,6.75,1.25,2021.0,2021-01-01
7,Bryan Baker,TOR,1.0,3,70.2,88.6,45.2,0,0.0%,0,0.0%,0.00,4.92,2021.0,2021-01-01
8,Ka'ai Tom,OAK,1.0,4,70.7,85.1,14.3,0,0.0%,0,0.0%,0.00,0.40,2021.0,2021-01-01
9,Blaine Hardy,MIL,1.0,5,71.2,74.3,19.5,0,0.0%,0,0.0%,18.00,4.30,2021.0,2021-01-01
10,Matt Duffy,CHC,0.1,1,71.7,71.7,-16.7,0,0.0%,0,0.0%,0.00,0.29,2021.0,2021-01-01
11,Joe Biagini,CHC,3.0,9,71.8,104.9,32.2,0,0.0%,1,11.1%,0.00,2.60,2021.0,2021-01-01
12,Patrick Weigel,MIL,4.0,7,75.7,104.7,30.3,1,14.3%,2,28.6%,4.50,4.01,2021.0,2021-01-01
13,Stephen Tarpley,NYM,0.0,1,76.4,76.4,15.6,0,0.0%,0,0.0%,18.00,52.82,2021.0,2021-01-01
14,Sergio Alcantara,CHC,0.1,1,77.6,77.6,31.9,0,0.0%,0,0.0%,0.00,0.35,2021.0,2021-01-01
15,Jace Peterson,MIL,2.0,8,79.8,104.2,-1.6,0,0.0%,1,12.5%,9.00,5.99,2021.0,2021-01-01
16,Jake Rogers,DET,1.0,5,80.0,108.1,10.9,1,20.0%,2,40.0%,18.00,15.21,2021.0,2021-01-01
17,Dakota Hudson,STL,8.2,26,80.1,110.0,3.7,0,0.0%,4,15.4%,2.08,2.00,2021.0,2021-01-01
18,Raynel Espinal,BOS,2.0,7,80.1,98.5,15.8,0,0.0%,1,14.3%,9.00,5.73,2021.0,2021-01-01
19,Jordan Hicks,STL,10.0,24,80.8,111.2,-4.2,0,0.0%,3,12.5%,5.40,3.30,2021.0,2021-01-01
20,Ronald Bolanos,KCR,6.1,13,81.6,111.1,18.1,0,0.0%,2,15.4%,1.42,1.39,2021.0,2021-01-01
21,Andrew Bellatti,MIA,3.1,13,81.7,111.4,19.1,0,0.0%,4,30.8%,13.50,6.56,2021.0,2021-01-01
22,Damon Jones,PHI,0.1,2,81.7,93.9,1.1,0,0.0%,0,0.0%,0.00,18.01,2021.0,2021-01-01
23,Reyes Moronta,SFG,4.0,11,81.8,106.0,6.4,1,9.1%,2,18.2%,2.25,2.43,2021.0,2021-01-01
24,Brett Phillips,TBR,1.0,5,82.2,91.8,4.1,0,0.0%,0,0.0%,9.00,7.07,2021.0,2021-01-01
25,Hernan Perez,WSN,2.0,5,82.3,93.4,42.2,0,0.0%,0,0.0%,0.00,1.12,2021.0,2021-01-01
26,Dauri Moreta,CIN,3.2,9,82.3,106.7,33.4,1,11.1%,3,33.3%,2.45,2.74,2021.0,2021-01-01
27,Victor Gonzalez,LAD,35.1,100,82.4,115.1,3.3,6,6.0%,26,26.0%,3.57,4.57,2021.0,2021-01-01
28,Charlie Culberson,TEX,2.0,7,82.5,104.0,2.4,1,14.3%,1,14.3%,0.00,2.99,2021.0,2021-01-01
29,Felix Pena,LAA,1.2,10,82.8,103.9,23.0,1,10.0%,3,30.0%,37.80,11.75,2021.0,2021-01-01
30,Brady Lail,SEA,2.0,9,82.8,108.3,24.3,1,11.1%,2,22.2%,13.50,3.37,2021.0,2021-01-01
31,AJ Ramos,LAA,4.2,11,82.9,99.7,16.2,0,0.0%,2,18.2%,0.00,1.13,2021.0,2021-01-01
32,Brooks Raley,HOU,49.0,121,83.0,110.6,10.3,10,8.3%,26,21.5%,4.78,3.81,2021.0,2021-01-01
33,Blake Treinen,LAD,72.1,173,83.3,112.1,10.4,4,2.3%,47,27.2%,1.99,2.45,2021.0,2021-01-01
34,Adonis Medina,PHI,7.2,23,83.3,107.0,11.1,0,0.0%,10,43.5%,3.52,4.63,2021.0,2021-01-01
35,Adrian Morejon,SDP,4.2,15,83.5,106.2,2.8,2,13.3%,6,40.0%,3.86,5.92,2021.0,2021-01-01
36,Eduard Bazardo,BOS,3.0,7,83.6,108.2,35.3,1,14.3%,2,28.6%,0.00,2.53,2021.0,2021-01-01
37,Gabe Speier,KCR,7.2,27,83.6,104.6,11.9,0,0.0%,5,18.5%,1.17,2.49,2021.0,2021-01-01
38,Kodi Whitley,STL,25.1,62,83.6,111.8,16.2,2,3.2%,15,24.2%,2.49,3.25,2021.0,2021-01-01
39,Ryne Harper,WSN,35.2,101,83.7,113.8,13.9,7,6.9%,29,28.7%,4.04,3.57,2021.0,2021-01-01
40,Matt Carpenter,STL,1.1,5,83.7,90.9,28.1,0,0.0%,0,0.0%,0.00,19.02,2021.0,2021-01-01
41,Willians Astudillo,MIN,4.0,14,83.7,109.3,9.3,1,7.1%,3,21.4%,2.25,4.92,2021.0,2021-01-01
42,Marwin Gonzalez,BOS,1.0,3,83.8,102.0,3.8,0,0.0%,1,33.3%,0.00,0.27,2021.0,2021-01-01
43,Albert Abreu,NYY,36.2,99,83.8,110.4,9.3,8,8.1%,29,29.3%,5.15,4.92,2021.0,2021-01-01
44,Travis Bergen,TOR,10.2,30,83.9,110.5,22.0,1,3.3%,9,30.0%,1.69,5.02,2021.0,2021-01-01
45,Clarke Schmidt,NYY,6.1,26,83.9,109.6,0.8,1,3.8%,6,23.1%,5.68,4.57,2021.0,2021-01-01
46,Nick Sandlin,CLE,33.2,72,84.0,108.5,12.6,3,4.2%,19,26.4%,2.94,2.74,2021.0,2021-01-01
47,Brody Koerner,NYY,3.0,9,84.0,107.9,6.3,0,0.0%,3,33.3%,3.00,6.43,2021.0,2021-01-01
48,Mitch Moreland,OAK,1.0,3,84.0,93.4,32.9,0,0.0%,0,0.0%,0.00,1.26,2021.0,2021-01-01
49,Jonathan Loaisiga,NYY,70.2,195,84.0,113.5,1.5,6,3.1%,47,24.1%,2.17,2.18,2021.0,2021-01-01
50,Kenley Jansen,LAD,69.0,154,84.0,106.0,19.8,7,4.5%,40,26.0%,2.22,2.81,2021.0,2021-01-01
51,Kyle Nelson,CLE,9.2,31,84.1,108.8,13.3,0,0.0%,7,22.6%,9.31,4.99,2021.0,2021-01-01
52,Sam Selman,- - -,25.0,74,84.1,109.3,25.5,4,5.4%,19,25.7%,5.76,5.02,2021.0,2021-01-01
53,Pedro Strop,CHC,2.0,5,84.2,96.3,-5.0,0,0.0%,1,20.0%,0.00,4.66,2021.0,2021-01-01
54,Wyatt Mills,SEA,12.2,45,84.2,109.4,4.2,3,6.7%,16,35.6%,9.95,5.40,2021.0,2021-01-01
55,Lucas Gilbreath,COL,42.2,117,84.2,109.2,13.6,5,4.3%,27,23.1%,3.38,3.37,2021.0,2021-01-01
56,Luke Maile,MIL,1.0,5,84.3,101.9,8.9,1,20.0%,1,20.0%,9.00,3.03,2021.0,2021-01-01
57,Kyle Crick,PIT,24.1,62,84.4,107.2,16.5,2,3.2%,14,22.6%,4.44,4.92,2021.0,2021-01-01
58,Blake Taylor,HOU,42.2,125,84.5,110.7,16.7,9,7.2%,36,28.8%,3.16,3.39,2021.0,2021-01-01
59,Jimmy Nelson,LAD,29.0,55,84.5,110.2,20.7,2,3.6%,17,30.9%,1.86,2.15,2021.0,2021-01-01
60,Miguel Aguilar,ARI,7.0,22,84.5,103.9,12.4,0,0.0%,6,27.3%,6.43,3.27,2021.0,2021-01-01
61,Nick Allgeyer,TOR,1.0,3,84.6,98.0,6.3,0,0.0%,2,66.7%,0.00,2.26,2021.0,2021-01-01
62,Zack Wheeler,PHI,213.1,548,84.6,118.6,8.4,25,4.6%,156,28.5%,2.78,2.79,2021.0,2021-01-01
63,Chris Sale,BOS,42.2,115,84.6,109.3,5.7,4,3.5%,37,32.2%,3.16,3.45,2021.0,2021-01-01
64,Zack Britton,NYY,18.1,50,84.7,114.3,-3.4,2,4.0%,15,30.0%,5.89,3.55,2021.0,2021-01-01
65,Dan Winkler,CHC,39.2,111,84.7,110.5,12.8,9,8.1%,29,26.1%,5.22,4.76,2021.0,2021-01-01
66,Brock Holt,TEX,1.0,3,84.7,100.7,11.0,0,0.0%,2,66.7%,0.00,8.68,2021.0,2021-01-01
67,Ryan Yarbrough,TBR,155.0,500,84.8,117.4,17.3,39,7.8%,141,28.2%,5.11,4.42,2021.0,2021-01-01
68,Pat Valaika,BAL,1.1,5,84.8,100.6,-1.9,0,0.0%,1,20.0%,0.00,2.04,2021.0,2021-01-01
69,Neftali Feliz,- - -,4.0,14,84.8,108.6,15.6,3,21.4%,4,28.6%,9.00,8.79,2021.0,2021-01-01
70,Cristopher Sanchez,PHI,12.2,39,84.9,109.4,3.7,2,5.1%,13,33.3%,4.97,3.32,2021.0,2021-01-01
71,Jake Jewell,CHC,10.0,36,84.9,109.9,11.9,4,11.1%,13,36.1%,9.90,6.27,2021.0,2021-01-01
72,Sergio Romo,OAK,61.2,176,84.9,110.0,17.4,13,7.4%,41,23.3%,4.67,3.45,2021.0,2021-01-01
73,Steve Cishek,LAA,68.1,197,85.0,116.4,8.9,12,6.1%,63,32.0%,3.42,3.65,2021.0,2021-01-01
74,Chase Anderson,PHI,48.0,157,85.0,114.2,13.5,14,8.9%,56,35.7%,6.75,5.58,2021.0,2021-01-01
75,Oliver Perez,CLE,3.2,13,85.0,104.9,2.2,1,7.7%,5,38.5%,0.00,2.45,2021.0,2021-01-01
76,Anthony Gose,CLE,6.2,13,85.1,101.7,1.4,0,0.0%,1,7.7%,1.35,1.46,2021.0,2021-01-01
77,Jace Fry,CHW,6.2,21,85.1,105.3,1.9,0,0.0%,7,33.3%,10.80,6.85,2021.0,2021-01-01
78,Francisco Mejia,TBR,2.0,12,85.1,105.5,14.7,2,16.7%,4,33.3%,27.00,10.87,2021.0,2021-01-01
79,Seth Frankoff,ARI,14.2,52,85.2,109.1,9.9,4,7.7%,19,36.5%,9.20,6.23,2021.0,2021-01-01
80,Austin Davis,- - -,26.1,76,85.2,108.0,14.4,7,9.2%,27,35.5%,5.13,4.42,2021.0,2021-01-01
81,Bryan Mitchell,MIA,4.0,12,85.3,108.3,9.1,1,8.3%,5,41.7%,4.50,2.88,2021.0,2021-01-01
82,Angel Rondon,STL,2.0,5,85.3,98.5,29.2,0,0.0%,1,20.0%,0.00,3.60,2021.0,2021-01-01
83,Rowan Wick,CHC,23.0,56,85.4,107.8,14.2,3,5.4%,17,30.4%,4.30,3.73,2021.0,2021-01-01
84,Tyler Rogers,SFG,81.0,253,85.4,114.7,4.6,5,2.0%,81,32.0%,2.22,2.85,2021.0,2021-01-01
85,Casey Sadler,SEA,40.1,97,85.4,109.7,3.5,3,3.1%,30,30.9%,0.67,2.41,2021.0,2021-01-01
86,Patrick Sandoval,LAA,87.0,229,85.4,112.1,6.3,14,6.1%,81,35.4%,3.62,3.55,2021.0,2021-01-01
87,Dietrich Enns,TBR,22.1,57,85.4,110.2,23.4,1,1.8%,19,33.3%,2.82,2.58,2021.0,2021-01-01
88,Luis Severino,NYY,6.0,12,85.5,102.3,12.3,0,0.0%,4,33.3%,0.00,1.92,2021.0,2021-01-01
89,Chris Mazza,TBR,27.1,82,85.5,109.4,18.2,7,8.5%,23,28.0%,4.61,4.03,2021.0,2021-01-01
90,Mychal Givens,- - -,51.0,133,85.5,111.9,15.2,13,9.8%,36,27.1%,3.35,4.32,2021.0,2021-01-01
91,Corbin Burnes,MIL,167.0,383,85.5,114.2,8.4,12,3.1%,117,30.5%,2.43,2.00,2021.0,2021-01-01
92,Ryan Sherriff,TBR,14.2,43,85.5,112.3,8.7,2,4.7%,12,27.9%,5.52,4.03,2021.0,2021-01-01
93,Brent Suter,MIL,73.1,219,85.5,110.4,7.6,13,5.9%,76,34.7%,3.07,3.73,2021.0,2021-01-01
94,Joe Kelly,LAD,44.0,113,85.5,110.1,-0.1,6,5.3%,39,34.5%,2.86,3.25,2021.0,2021-01-01
95,Antonio Santos,COL,11.1,31,85.6,108.5,12.0,1,3.2%,9,29.0%,4.76,3.55,2021.0,2021-01-01
96,Jhon Romero,WSN,4.0,14,85.6,105.3,16.4,1,7.1%,5,35.7%,4.50,2.24,2021.0,2021-01-01
97,Eric Yardley,MIL,18.2,71,85.6,112.3,0.5,5,7.0%,29,40.8%,6.75,5.80,2021.0,2021-01-01
98,Deolis Guerra,OAK,65.2,183,85.6,112.1,22.0,13,7.1%,62,33.9%,4.11,3.10,2021.0,2021-01-01
99,Wade Miley,CIN,163.0,512,85.7,113.1,8.0,31,6.1%,174,34.0%,3.37,4.12,2021.0,2021-01-01
100,Wandy Peralta,- - -,51.0,154,85.7,113.3,4.7,12,7.8%,45,29.2%,3.35,4.12,2021.0,2021-01-01
101,Austin Adams,SDP,52.2,106,85.7,110.9,20.1,6,5.7%,26,24.5%,4.10,4.09,2021.0,2021-01-01
102,Devin Williams,MIL,54.0,109,85.7,111.5,11.4,6,5.5%,31,28.4%,2.50,2.79,2021.0,2021-01-01
103,Art Warren,CIN,21.0,39,85.8,105.8,19.9,1,2.6%,11,28.2%,1.29,1.70,2021.0,2021-01-01
104,Jharel Cotton,TEX,30.2,90,85.8,106.2,26.0,5,5.6%,20,22.2%,3.52,3.08,2021.0,2021-01-01
105,Peter Lambert,COL,5.2,25,85.8,106.1,0.7,3,12.0%,10,40.0%,11.12,5.77,2021.0,2021-01-01
106,Kyle McGowin,WSN,30.0,77,85.8,107.1,20.2,5,6.5%,25,32.5%,4.20,3.35,2021.0,2021-01-01
107,Spencer Patton,TEX,42.1,109,85.9,109.4,12.8,5,4.6%,31,28.4%,3.83,3.01,2021.0,2021-01-01
108,Dylan Floro,MIA,64.0,183,85.9,109.4,9.1,10,5.5%,59,32.2%,2.81,3.52,2021.0,2021-01-01
109,Connor Brogdon,PHI,57.2,166,85.9,114.5,15.5,9,5.4%,51,30.7%,3.43,2.92,2021.0,2021-01-01
110,Daniel Castano,MIA,20.1,70,85.9,109.9,13.2,7,10.0%,26,37.1%,4.87,6.35,2021.0,2021-01-01
111,Julio Urias,LAD,185.2,505,86.0,114.2,15.5,27,5.3%,153,30.3%,2.96,3.10,2021.0,2021-01-01
112,Tony Watson,- - -,57.1,163,86.0,114.3,10.5,10,6.1%,49,30.1%,3.92,3.35,2021.0,2021-01-01
113,Miguel Castro,NYM,70.1,177,86.0,115.7,8.5,12,6.8%,60,33.9%,3.45,4.21,2021.0,2021-01-01
114,Tim Mayza,TOR,53.0,138,86.0,112.5,2.6,5,3.6%,45,32.6%,3.40,3.08,2021.0,2021-01-01
115,Jose Quijada,LAA,25.2,56,86.0,111.5,14.4,6,10.7%,27,48.2%,4.56,4.51,2021.0,2021-01-01
116,Josh Osich,CIN,14.1,46,86.0,106.9,3.9,1,2.2%,16,34.8%,5.02,3.42,2021.0,2021-01-01
117,Adam Ottavino,BOS,62.0,163,86.1,118.4,11.8,8,4.9%,48,29.4%,4.21,3.70,2021.0,2021-01-01
118,Ryan Thompson,TBR,34.0,86,86.1,112.7,7.2,9,10.5%,31,36.0%,2.38,3.76,2021.0,2021-01-01
119,Angel Zerpa,KCR,5.0,15,86.1,104.4,7.8,0,0.0%,4,26.7%,0.00,3.18,2021.0,2021-01-01
120,Zach Pop,MIA,54.2,163,86.1,113.3,3.7,10,6.1%,54,33.1%,4.12,4.01,2021.0,2021-01-01
121,Jordan Yamamoto,NYM,6.2,26,86.1,107.9,15.6,1,3.8%,8,30.8%,4.05,5.44,2021.0,2021-01-01
122,Manuel Rodriguez,CHC,17.2,54,86.1,106.7,5.8,4,7.4%,20,37.0%,6.11,5.16,2021.0,2021-01-01
123,Raisel Iglesias,LAA,70.0,157,86.2,112.5,13.9,14,8.9%,53,33.8%,2.57,2.45,2021.0,2021-01-01
124,Brandon Woodruff,MIL,179.1,447,86.2,114.0,10.6,26,5.8%,145,32.4%,2.56,3.27,2021.0,2021-01-01
125,Brusdar Graterol,LAD,33.1,105,86.2,113.0,-1.2,3,2.9%,34,32.4%,4.59,4.01,2021.0,2021-01-01
126,Domingo Acevedo,OAK,11.0,31,86.2,104.0,14.3,2,6.5%,11,35.5%,3.27,4.06,2021.0,2021-01-01
127,Joel Payamps,- - -,50.1,152,86.3,110.9,13.9,8,5.3%,45,29.6%,3.40,2.94,2021.0,2021-01-01
128,Andrew Miller,STL,36.0,103,86.3,112.0,10.1,9,8.7%,38,36.9%,4.75,4.76,2021.0,2021-01-01
129,Kyle Tyler,LAA,12.1,38,86.3,107.4,11.4,2,5.3%,12,31.6%,2.92,3.60,2021.0,2021-01-01
130,Kyle Hendricks,CHC,181.0,597,86.3,112.2,11.1,50,8.4%,197,33.0%,4.77,4.95,2021.0,2021-01-01
131,Jimmy Herget,- - -,18.2,51,86.3,111.9,8.4,2,3.9%,16,31.4%,5.30,3.52,2021.0,2021-01-01
132,Robert Gsellman,NYM,28.2,93,86.3,111.8,7.4,5,5.4%,29,31.2%,3.77,4.79,2021.0,2021-01-01
133,Sam Coonrod,PHI,42.1,119,86.4,114.1,4.1,8,6.7%,44,37.0%,4.04,3.55,2021.0,2021-01-01
134,Jhoulys Chacin,COL,64.1,194,86.4,111.7,9.9,11,5.7%,68,35.1%,4.34,4.30,2021.0,2021-01-01
135,Justin Bruihl,LAD,18.2,54,86.4,107.6,11.0,1,1.9%,16,29.6%,2.89,3.78,2021.0,2021-01-01
136,Darien Nunez,LAD,7.2,21,86.4,108.9,12.4,3,14.3%,7,33.3%,8.22,5.62,2021.0,2021-01-01
137,Jose Alvarez,SFG,64.2,205,86.4,110.1,8.3,5,2.4%,67,32.7%,2.37,3.42,2021.0,2021-01-01
138,Kevin Ginkel,ARI,28.1,82,86.4,109.2,15.7,11,13.4%,29,35.4%,6.35,5.33,2021.0,2021-01-01
139,Tyler Webb,STL,16.1,59,86.4,110.9,20.4,3,5.1%,20,33.9%,13.22,6.03,2021.0,2021-01-01
140,Emmanuel Clase,CLE,69.2,189,86.4,109.3,-0.2,3,1.6%,55,29.1%,1.29,2.17,2021.0,2021-01-01
141,Alex McRae,CHW,2.0,8,86.4,105.3,23.1,1,12.5%,4,50.0%,4.50,9.40,2021.0,2021-01-01
142,Adam Conley,TBR,19.2,52,86.5,113.9,14.6,4,7.7%,16,30.8%,2.29,3.37,2021.0,2021-01-01
143,Eduardo Rodriguez,BOS,157.2,441,86.5,114.6,12.3,30,6.8%,148,33.6%,4.74,3.47,2021.0,2021-01-01
144,Lucas Sims,CIN,47.0,97,86.5,112.2,20.4,6,6.2%,34,35.1%,4.40,2.47,2021.0,2021-01-01
145,Yacksel Rios,- - -,27.1,73,86.5,114.0,13.6,8,11.0%,32,43.8%,4.28,4.95,2021.0,2021-01-01
146,Nivaldo Rodriguez,HOU,7.1,21,86.5,108.4,0.1,3,14.3%,11,52.4%,2.45,14.41,2021.0,2021-01-01
147,Hector Neris,PHI,74.1,176,86.5,113.3,11.6,10,5.7%,62,35.2%,3.63,2.94,2021.0,2021-01-01
148,Scott Alexander,LAD,15.1,54,86.5,109.0,5.1,2,3.7%,20,37.0%,2.93,3.60,2021.0,2021-01-01
149,Max Fried,ATL,165.2,461,86.5,112.0,6.1,29,6.3%,158,34.3%,3.04,3.47,2021.0,2021-01-01
150,Jhonathan Diaz,LAA,13.0,42,86.5,104.7,10.3,4,9.5%,14,33.3%,4.15,5.88,2021.0,2021-01-01
151,Yusmeiro Petit,OAK,78.0,263,86.5,111.9,19.7,22,8.4%,77,29.3%,3.92,4.35,2021.0,2021-01-01
152,Dylan Coleman,KCR,6.1,17,86.5,107.5,21.0,0,0.0%,5,29.4%,1.42,2.20,2021.0,2021-01-01
153,Aaron Sanchez,SFG,35.1,111,86.5,113.2,5.6,5,4.5%,40,36.0%,3.06,3.84,2021.0,2021-01-01
154,Nick Mears,PIT,23.1,71,86.6,110.8,16.2,5,7.0%,21,29.6%,5.01,4.92,2021.0,2021-01-01
155,Mason Thompson,- - -,24.2,82,86.6,111.5,9.1,5,6.1%,35,42.7%,4.01,4.89,2021.0,2021-01-01
156,Jake Cronenworth,SDP,0.2,2,86.6,95.7,1.2,0,0.0%,1,50.0%,0.00,0.83,2021.0,2021-01-01
157,Joe Mantiply,ARI,39.2,121,86.6,107.5,7.7,7,5.8%,44,36.4%,3.40,3.98,2021.0,2021-01-01
158,Freddy Peralta,MIL,144.1,318,86.6,112.1,21.4,19,6.0%,99,31.1%,2.81,2.66,2021.0,2021-01-01
159,Sonny Gray,CIN,135.1,362,86.6,115.8,8.8,17,4.7%,116,32.0%,4.19,3.25,2021.0,2021-01-01
160,Packy Naughton,LAA,22.2,81,86.6,111.7,4.3,4,4.9%,31,38.3%,6.35,5.16,2021.0,2021-01-01
161,Ian Krol,DET,18.2,60,86.6,107.8,9.7,3,5.0%,20,33.3%,4.34,4.21,2021.0,2021-01-01
162,Lucas Luetge,NYY,72.1,205,86.6,110.1,15.2,9,4.4%,64,31.2%,2.74,3.32,2021.0,2021-01-01
163,Mark Melancon,SDP,64.2,180,86.6,109.6,-0.5,11,6.1%,65,36.1%,2.23,4.21,2021.0,2021-01-01
164,Michael Fulmer,DET,69.2,199,86.7,112.5,12.1,13,6.5%,70,35.2%,2.97,3.81,2021.0,2021-01-01
165,Blake Parker,CLE,43.2,132,86.7,110.2,16.6,9,6.8%,42,31.8%,3.09,4.09,2021.0,2021-01-01
166,Anthony Kay,TOR,33.2,96,86.7,111.2,7.3,8,8.3%,31,32.3%,5.61,5.12,2021.0,2021-01-01
167,Jovani Moran,MIN,8.0,21,86.7,108.4,7.6,0,0.0%,3,14.3%,7.88,3.78,2021.0,2021-01-01
168,Rafael Montero,- - -,49.1,161,86.7,110.5,5.9,8,5.0%,55,34.2%,6.39,3.50,2021.0,2021-01-01
169,Junior Guerra,LAA,65.1,197,86.7,115.2,11.0,9,4.6%,70,35.5%,6.06,4.48,2021.0,2021-01-01
170,Pablo Lopez,MIA,102.2,270,86.7,112.1,9.2,20,7.4%,90,33.3%,3.07,3.52,2021.0,2021-01-01
171,Ranger Suarez,PHI,106.0,273,86.7,115.8,4.4,7,2.6%,85,31.1%,1.36,2.60,2021.0,2021-01-01
172,A.J. Minter,ATL,52.1,143,86.7,116.3,11.8,6,4.2%,50,35.0%,3.78,3.01,2021.0,2021-01-01
173,Collin McHugh,TBR,64.0,159,86.7,110.0,15.6,4,2.5%,46,28.9%,1.55,2.26,2021.0,2021-01-01
174,David Price,LAD,73.2,238,86.8,113.5,8.3,12,5.0%,83,34.9%,4.03,4.15,2021.0,2021-01-01
175,Matt Wisler,- - -,48.2,121,86.8,110.0,24.0,7,5.8%,31,25.6%,3.70,2.64,2021.0,2021-01-01
176,Caleb Smith,ARI,113.2,307,86.8,110.9,23.7,26,8.5%,89,29.0%,4.83,4.15,2021.0,2021-01-01
177,Alek Manoah,TOR,111.2,276,86.8,117.9,16.3,16,5.8%,86,31.2%,3.22,3.30,2021.0,2021-01-01
178,Steven Okert,MIA,36.0,83,86.8,110.4,24.9,6,7.2%,30,36.1%,2.75,3.10,2021.0,2021-01-01
179,Tanner Anderson,PIT,5.0,18,86.8,105.6,-3.5,1,5.6%,6,33.3%,3.60,3.45,2021.0,2021-01-01
180,Mike Wright Jr.,CHW,18.0,57,86.8,112.3,10.1,6,10.5%,20,35.1%,5.50,5.77,2021.0,2021-01-01
181,Corey Kluber,NYY,80.0,221,86.9,116.6,13.9,15,6.8%,76,34.4%,3.83,4.03,2021.0,2021-01-01
182,Yohan Ramirez,SEA,27.2,64,86.9,108.3,20.2,4,6.3%,19,29.7%,3.90,3.18,2021.0,2021-01-01
183,Kent Emanuel,HOU,17.2,50,86.9,112.4,10.3,3,6.0%,12,24.0%,2.55,3.27,2021.0,2021-01-01
184,Dillon Maples,CHC,31.1,66,86.9,107.9,5.3,4,6.1%,28,42.4%,2.59,4.42,2021.0,2021-01-01
185,James Norwood,SDP,5.0,17,86.9,107.1,17.1,1,5.9%,7,41.2%,0.00,7.67,2021.0,2021-01-01
186,Hans Crouse,PHI,7.0,23,86.9,107.8,30.6,1,4.3%,5,21.7%,5.14,4.45,2021.0,2021-01-01
187,Luis Cessa,- - -,64.2,188,86.9,118.2,8.5,12,6.4%,66,35.1%,2.51,3.81,2021.0,2021-01-01
188,Hunter Strickland,- - -,58.2,160,86.9,112.4,20.3,14,8.8%,47,29.4%,2.61,3.78,2021.0,2021-01-01
189,Justin Wilson,- - -,34.0,103,86.9,112.5,16.0,8,7.8%,37,35.9%,5.29,4.45,2021.0,2021-01-01
190,Jake Cousins,MIL,30.0,58,86.9,109.5,12.3,4,6.9%,24,41.4%,2.70,3.65,2021.0,2021-01-01
191,Jorge Alcala,MIN,59.2,153,86.9,113.3,11.7,14,9.2%,56,36.6%,3.92,3.60,2021.0,2021-01-01
192,Dinelson Lamet,SDP,47.0,128,86.9,111.2,16.1,14,10.9%,44,34.4%,4.40,3.98,2021.0,2021-01-01
193,Archie Bradley,PHI,51.0,159,86.9,113.4,6.7,10,6.3%,62,39.0%,3.71,3.95,2021.0,2021-01-01
194,Tyler Anderson,- - -,167.0,530,87.0,114.7,18.2,45,8.5%,175,33.0%,4.53,4.21,2021.0,2021-01-01
195,Jason Adam,CHC,10.2,22,87.0,105.9,18.4,2,9.1%,8,36.4%,5.91,3.52,2021.0,2021-01-01
196,Reiver Sanmartin,CIN,11.2,34,87.0,106.0,3.8,1,2.9%,12,35.3%,1.54,3.20,2021.0,2021-01-01
197,Austin Slater,SFG,0.1,1,87.0,87.0,56.2,0,0.0%,0,0.0%,0.00,5.62,2021.0,2021-01-01
198,Hanser Alberto,KCR,0.1,1,87.0,87.0,53.6,0,0.0%,0,0.0%,0.00,0.03,2021.0,2021-01-01
199,Ryan Brasier,BOS,12.0,37,87.0,108.2,3.2,2,5.4%,13,35.1%,1.50,3.81,2021.0,2021-01-01
200,Jose Cisnero,DET,61.2,168,87.1,114.1,14.0,11,6.5%,54,32.1%,3.65,4.18,2021.0,2021-01-01
201,Sean Newcomb,ATL,32.1,78,87.1,109.1,10.4,2,2.6%,27,34.6%,4.73,4.38,2021.0,2021-01-01
202,Stephen Gonsalves,BOS,4.1,11,87.1,102.6,16.6,0,0.0%,3,27.3%,4.15,2.39,2021.0,2021-01-01
203,Adrian Houser,MIL,142.1,421,87.1,112.6,1.4,21,5.0%,150,35.6%,3.22,4.12,2021.0,2021-01-01
204,Clay Holmes,- - -,70.0,181,87.1,111.4,-6.5,7,3.9%,63,34.8%,3.60,2.90,2021.0,2021-01-01
205,Joe Ryan,MIN,26.2,65,87.1,113.4,24.6,7,10.8%,19,29.2%,4.05,3.03,2021.0,2021-01-01
206,Tommy Milone,TOR,14.0,45,87.2,104.2,7.5,4,8.9%,18,40.0%,6.43,5.05,2021.0,2021-01-01
207,Tanner Houck,BOS,69.0,171,87.2,113.6,10.0,14,8.2%,60,35.1%,3.52,3.20,2021.0,2021-01-01
208,David Bednar,PIT,60.2,140,87.2,111.3,15.4,8,5.7%,44,31.4%,2.23,2.51,2021.0,2021-01-01
209,Brandon Bielak,HOU,50.0,148,87.2,117.4,10.4,7,4.7%,51,34.5%,4.50,4.03,2021.0,2021-01-01
210,Adam Morgan,CHC,25.1,67,87.2,110.4,9.3,6,9.0%,27,40.3%,4.26,3.98,2021.0,2021-01-01
