#,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Year,YearDate
531,Alex McRae,CHW,.375,1.00,25.0%,37.5%,37.5%,33.3%,0.0%,0,0.00,17,32,49,12.5%,75.0%,12.5%,37.5%,25.0%,37.5%,2021.0,2021-01-01
532,Ryan Castellani,COL,.444,1.00,20.0%,40.0%,40.0%,0.0%,25.0%,0,0.00,32,33,65,60.0%,30.0%,10.0%,0.0%,40.0%,60.0%,2021.0,2021-01-01
533,Reynaldo Lopez,CHW,.222,1.00,22.1%,39.0%,39.0%,6.7%,16.7%,49,7.65,336,602,938,39.6%,34.4%,26.0%,15.6%,48.7%,35.7%,2021.0,2021-01-01
534,Roel Ramirez,STL,.500,1.00,50.0%,50.0%,0.0%,0.0%,0.0%,0,0.00,8,6,14,50.0%,50.0%,0.0%,0.0%,50.0%,50.0%,2021.0,2021-01-01
535,Joshua Fuentes,COL,.250,1.00,50.0%,25.0%,25.0%,0.0%,0.0%,0,0.00,3,6,9,50.0%,25.0%,25.0%,0.0%,25.0%,75.0%,2021.0,2021-01-01
536,Tyler Beede,SFG,.667,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,0,0.00,15,13,28,0.0%,33.3%,66.7%,0.0%,33.3%,66.7%,2021.0,2021-01-01
537,Austin Brice,BOS,.308,1.00,12.2%,43.9%,43.9%,11.1%,11.1%,2,1.32,109,165,274,31.7%,34.1%,34.1%,14.6%,56.1%,29.3%,2021.0,2021-01-01
538,Jorge Guzman,MIA,.667,1.00,33.3%,33.3%,33.3%,0.0%,0.0%,0,0.00,33,28,61,66.7%,33.3%,0.0%,16.7%,16.7%,66.7%,2021.0,2021-01-01
539,Patrick Weigel,MIL,.500,1.00,14.3%,42.9%,42.9%,0.0%,33.3%,4,9.00,42,51,93,28.6%,42.9%,28.6%,28.6%,42.9%,28.6%,2021.0,2021-01-01
540,Jake Cronenworth,SDP,.500,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,0,0.00,2,5,7,50.0%,0.0%,50.0%,0.0%,50.0%,50.0%,2021.0,2021-01-01
541,Ka'ai Tom,OAK,.250,1.00,0.0%,50.0%,50.0%,50.0%,0.0%,0,0.00,7,13,20,25.0%,50.0%,25.0%,75.0%,25.0%,0.0%,2021.0,2021-01-01
542,Travis Lakins Sr.,BAL,.247,1.00,19.0%,40.5%,40.5%,3.1%,12.5%,6,1.93,194,307,501,34.6%,39.5%,25.9%,11.1%,54.3%,34.6%,2021.0,2021-01-01
543,Pedro Avila,SDP,.273,1.00,33.3%,33.3%,33.3%,0.0%,25.0%,0,0.00,32,52,84,25.0%,25.0%,50.0%,16.7%,41.7%,41.7%,2021.0,2021-01-01
544,Robert Dugger,SEA,.353,1.00,26.4%,36.8%,36.8%,3.1%,12.5%,10,3.51,163,298,461,47.7%,33.0%,19.3%,10.2%,61.4%,28.4%,2021.0,2021-01-01
545,Seranthony Dominguez,PHI,.000,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,0,0.00,5,9,14,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,2021.0,2021-01-01
546,Jake Rogers,DET,.400,1.00,20.0%,40.0%,40.0%,0.0%,0.0%,0,0.00,6,11,17,20.0%,20.0%,60.0%,40.0%,20.0%,40.0%,2021.0,2021-01-01
547,Shaun Anderson,- - -,.368,1.00,16.5%,41.8%,41.8%,15.8%,10.5%,12,4.63,164,273,437,47.3%,31.9%,20.9%,14.3%,49.5%,36.3%,2021.0,2021-01-01
548,Devin Smeltzer,MIN,.091,1.00,9.1%,45.5%,45.5%,20.0%,0.0%,1,1.93,17,35,52,63.6%,18.2%,18.2%,36.4%,45.5%,18.2%,2021.0,2021-01-01
549,Connor Seabold,BOS,.222,1.00,20.0%,40.0%,40.0%,0.0%,25.0%,7,21.00,16,27,43,60.0%,40.0%,0.0%,0.0%,40.0%,60.0%,2021.0,2021-01-01
550,Justin Garza,CLE,.289,1.00,26.6%,36.7%,36.7%,6.9%,17.2%,27,8.48,203,300,503,42.0%,37.0%,21.0%,6.2%,55.6%,38.3%,2021.0,2021-01-01
551,Dylan Lee,ATL,.400,1.00,33.3%,33.3%,33.3%,0.0%,50.0%,1,4.50,6,23,29,66.7%,16.7%,16.7%,0.0%,33.3%,66.7%,2021.0,2021-01-01
552,Riley O'Brien,CIN,.000,1.00,0.0%,50.0%,50.0%,0.0%,100.0%,0,0.00,20,22,42,75.0%,25.0%,0.0%,50.0%,0.0%,50.0%,2021.0,2021-01-01
553,Andres Munoz,SEA,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0,0.00,8,9,17,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,2021.0,2021-01-01
554,Nick Margevicius,SEA,.289,1.00,20.0%,40.0%,40.0%,6.3%,12.5%,9,6.75,95,164,259,50.0%,30.0%,20.0%,10.0%,50.0%,40.0%,2021.0,2021-01-01
555,Damon Jones,PHI,.500,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,0,0.00,8,3,11,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,2021.0,2021-01-01
556,Nick Mears,PIT,.303,1.00,21.1%,39.4%,39.4%,7.1%,17.9%,12,4.63,167,285,452,36.6%,35.2%,28.2%,18.3%,46.5%,35.2%,2021.0,2021-01-01
557,Cole Irvin,OAK,.302,0.99,24.4%,37.6%,37.9%,9.0%,10.4%,107,5.40,861,1821,2682,34.5%,38.6%,26.9%,15.4%,51.4%,33.2%,2021.0,2021-01-01
558,Brad Hand,- - -,.267,0.99,19.9%,39.8%,40.3%,6.8%,12.3%,22,3.06,398,678,1076,37.8%,36.8%,25.4%,16.8%,55.1%,28.1%,2021.0,2021-01-01
559,Blake Parker,CLE,.299,0.98,22.0%,38.6%,39.4%,15.4%,9.6%,26,5.36,256,457,713,44.3%,29.0%,26.7%,22.9%,48.9%,28.2%,2021.0,2021-01-01
560,Mychal Givens,- - -,.286,0.98,26.5%,36.4%,37.1%,8.2%,14.3%,30,5.29,341,532,873,34.6%,32.3%,33.1%,20.3%,47.4%,32.3%,2021.0,2021-01-01
561,James Karinchak,CLE,.228,0.98,20.5%,39.3%,40.2%,14.3%,18.4%,20,3.25,408,624,1032,36.6%,39.0%,24.4%,13.8%,53.7%,32.5%,2021.0,2021-01-01
562,Carlos Hernandez,KCR,.267,0.98,20.2%,39.5%,40.3%,8.3%,7.3%,47,4.94,561,873,1434,38.5%,33.9%,27.6%,17.2%,49.8%,33.1%,2021.0,2021-01-01
563,Julio Urias,LAD,.272,0.98,18.7%,40.2%,41.2%,9.9%,9.4%,148,7.17,840,1946,2786,37.4%,37.4%,25.1%,20.8%,51.7%,27.5%,2021.0,2021-01-01
564,Jeff Hoffman,CIN,.299,0.97,23.5%,37.7%,38.7%,10.1%,15.2%,41,5.05,544,816,1360,37.4%,37.4%,25.2%,14.6%,51.5%,34.0%,2021.0,2021-01-01
565,Phil Maton,- - -,.351,0.97,20.9%,39.0%,40.1%,4.3%,8.7%,44,5.94,415,759,1174,40.8%,30.5%,28.7%,13.8%,58.0%,28.2%,2021.0,2021-01-01
566,Evan Marshall,CHW,.315,0.97,17.1%,40.8%,42.1%,12.5%,15.6%,15,4.94,164,271,435,36.4%,36.4%,27.3%,15.6%,53.2%,31.2%,2021.0,2021-01-01
567,Domingo German,NYY,.271,0.97,14.2%,42.2%,43.6%,9.8%,13.8%,55,5.03,537,1042,1579,42.8%,33.9%,23.3%,15.5%,47.3%,37.1%,2021.0,2021-01-01
568,Ross Detwiler,- - -,.264,0.96,18.8%,39.9%,41.3%,10.5%,17.5%,33,5.68,321,567,888,43.2%,30.2%,26.6%,18.0%,48.2%,33.8%,2021.0,2021-01-01
569,Taylor Clarke,ARI,.350,0.96,25.7%,36.4%,37.9%,9.4%,7.5%,12,2.49,270,484,754,35.5%,35.5%,29.1%,11.3%,48.2%,40.4%,2021.0,2021-01-01
570,Dinelson Lamet,SDP,.344,0.96,21.3%,38.6%,40.2%,13.7%,11.8%,14,2.68,291,541,832,36.7%,37.5%,25.8%,23.4%,46.9%,29.7%,2021.0,2021-01-01
571,Luke Weaver,ARI,.260,0.96,21.8%,38.3%,39.9%,5.3%,14.7%,31,4.25,364,745,1109,41.9%,34.0%,24.1%,10.5%,48.7%,40.8%,2021.0,2021-01-01
572,Bryse Wilson,- - -,.294,0.96,24.9%,36.7%,38.4%,12.8%,16.0%,47,5.72,380,756,1136,37.2%,34.0%,28.9%,17.8%,49.4%,32.8%,2021.0,2021-01-01
573,Kyle Crick,PIT,.226,0.96,25.0%,36.7%,38.3%,13.0%,0.0%,13,4.81,186,248,434,45.2%,32.3%,22.6%,22.6%,59.7%,17.7%,2021.0,2021-01-01
574,Jesus Luzardo,- - -,.322,0.96,21.4%,38.4%,40.2%,5.3%,17.7%,46,4.34,670,1057,1727,38.0%,35.5%,26.5%,16.0%,47.4%,36.6%,2021.0,2021-01-01
575,Matt Moore,PHI,.292,0.96,20.7%,38.7%,40.5%,12.2%,16.7%,31,3.82,460,794,1254,30.7%,39.4%,29.9%,14.3%,50.2%,35.5%,2021.0,2021-01-01
576,Alek Manoah,TOR,.246,0.96,20.7%,38.8%,40.6%,9.8%,10.7%,74,5.96,670,1175,1845,37.3%,33.0%,29.7%,19.9%,54.3%,25.7%,2021.0,2021-01-01
577,Stephen Strasburg,WSN,.218,0.95,27.1%,35.6%,37.3%,9.1%,18.2%,4,1.66,162,200,362,37.3%,40.7%,22.0%,13.6%,55.9%,30.5%,2021.0,2021-01-01
578,Sean Reid-Foley,NYM,.352,0.95,26.8%,35.7%,37.5%,9.5%,14.3%,11,4.79,139,232,371,24.6%,43.9%,31.6%,12.3%,43.9%,43.9%,2021.0,2021-01-01
579,Enyel De Los Santos,- - -,.368,0.95,22.4%,37.8%,39.8%,23.1%,20.5%,23,5.86,233,464,697,38.8%,36.9%,24.3%,21.4%,45.6%,33.0%,2021.0,2021-01-01
580,Luis Garcia,HOU,.289,0.95,20.8%,38.5%,40.7%,11.4%,11.4%,103,5.97,915,1587,2502,39.2%,36.1%,24.7%,17.7%,49.9%,32.4%,2021.0,2021-01-01
581,Jordan Lyles,TEX,.299,0.94,22.6%,37.6%,39.8%,8.3%,17.4%,106,5.30,1067,1897,2964,46.1%,32.1%,21.8%,13.8%,48.0%,38.2%,2021.0,2021-01-01
582,Taylor Hearn,TEX,.275,0.94,18.9%,39.4%,41.8%,8.9%,13.7%,62,5.35,619,1107,1726,37.0%,36.6%,26.4%,16.2%,49.2%,34.7%,2021.0,2021-01-01
583,Shelby Miller,- - -,.333,0.94,21.4%,38.1%,40.5%,0.0%,17.6%,3,2.13,112,161,273,26.2%,40.5%,33.3%,14.3%,52.4%,33.3%,2021.0,2021-01-01
584,Yacksel Rios,- - -,.214,0.94,12.3%,42.5%,45.2%,21.2%,9.1%,21,6.91,186,272,458,37.0%,39.7%,23.3%,26.0%,43.8%,30.1%,2021.0,2021-01-01
585,Chasen Shreve,PIT,.234,0.94,20.8%,38.4%,40.9%,12.3%,10.8%,28,4.47,359,577,936,44.7%,31.1%,24.2%,14.9%,51.6%,33.5%,2021.0,2021-01-01
586,Matthew Boyd,DET,.294,0.94,20.7%,38.4%,40.9%,14.4%,9.3%,45,5.15,412,861,1273,36.3%,34.2%,29.6%,20.4%,49.6%,30.0%,2021.0,2021-01-01
587,Julian Merryweather,TOR,.265,0.94,16.2%,40.5%,43.2%,6.3%,25.0%,1,0.69,70,147,217,47.4%,28.9%,23.7%,18.4%,42.1%,39.5%,2021.0,2021-01-01
588,Eric Hanhold,BAL,.314,0.93,21.6%,37.8%,40.5%,6.7%,13.3%,8,6.97,74,115,189,24.3%,54.1%,21.6%,10.8%,54.1%,35.1%,2021.0,2021-01-01
589,Kervin Castro,SFG,.333,0.93,23.7%,36.8%,39.5%,13.3%,0.0%,9,6.08,68,133,201,28.2%,46.2%,25.6%,15.4%,56.4%,28.2%,2021.0,2021-01-01
590,Kolby Allard,TEX,.270,0.93,20.2%,38.5%,41.3%,6.2%,17.9%,50,3.61,710,1344,2054,42.3%,33.4%,24.3%,12.2%,53.2%,34.7%,2021.0,2021-01-01
591,Jake Faria,ARI,.333,0.93,18.3%,39.4%,42.3%,9.1%,11.4%,18,4.96,257,382,639,43.9%,26.2%,29.9%,11.2%,49.5%,39.3%,2021.0,2021-01-01
592,Tarik Skubal,DET,.277,0.93,20.1%,38.5%,41.4%,8.2%,20.5%,74,4.46,896,1651,2547,39.1%,36.7%,24.2%,18.5%,43.2%,38.4%,2021.0,2021-01-01
593,Mike Minor,KCR,.290,0.93,20.3%,38.4%,41.4%,9.3%,13.4%,92,5.22,923,1698,2621,46.0%,31.4%,22.6%,15.8%,54.2%,30.0%,2021.0,2021-01-01
594,Kodi Whitley,STL,.230,0.92,19.4%,38.7%,41.9%,7.7%,3.8%,10,3.55,146,255,401,41.9%,29.0%,29.0%,25.8%,51.6%,22.6%,2021.0,2021-01-01
595,Seth Elledge,STL,.375,0.92,24.2%,36.4%,39.4%,7.7%,7.7%,5,3.86,92,129,221,33.3%,33.3%,33.3%,18.2%,51.5%,30.3%,2021.0,2021-01-01
596,Shane Baz,TBR,.120,0.92,10.7%,42.9%,46.4%,15.4%,23.1%,13,8.78,67,131,198,32.1%,46.4%,21.4%,21.4%,46.4%,32.1%,2021.0,2021-01-01
597,Sal Romano,- - -,.310,0.92,18.0%,39.3%,42.7%,2.6%,13.2%,5,1.80,174,263,437,23.6%,49.4%,27.0%,14.6%,42.7%,42.7%,2021.0,2021-01-01
598,Drew Steckenrider,SEA,.257,0.92,21.9%,37.4%,40.6%,19.7%,6.6%,22,2.93,329,679,1008,42.0%,32.4%,25.5%,15.4%,53.7%,30.9%,2021.0,2021-01-01
599,Tyler Gilbert,ARI,.211,0.92,19.3%,38.6%,42.1%,8.3%,8.3%,21,4.73,197,403,600,32.2%,38.1%,29.7%,15.3%,49.2%,35.6%,2021.0,2021-01-01
600,Tyler Kinley,COL,.251,0.92,18.7%,38.9%,42.4%,11.9%,14.3%,34,4.35,404,739,1143,48.2%,29.6%,22.1%,16.6%,42.2%,41.2%,2021.0,2021-01-01
601,Janson Junk,LAA,.278,0.92,20.7%,37.9%,41.4%,4.2%,20.8%,3,1.65,83,164,247,45.8%,35.6%,18.6%,15.3%,50.8%,33.9%,2021.0,2021-01-01
602,Ralph Garza,- - -,.244,0.91,21.7%,37.3%,41.0%,5.9%,14.7%,16,4.75,176,309,485,43.4%,37.3%,19.3%,19.3%,42.2%,38.6%,2021.0,2021-01-01
603,Anthony Banda,- - -,.330,0.91,18.9%,38.7%,42.5%,8.9%,13.3%,16,4.28,218,392,610,39.6%,34.0%,26.4%,11.3%,54.7%,34.0%,2021.0,2021-01-01
604,Sean Nolin,WSN,.333,0.91,26.7%,34.9%,38.4%,12.1%,12.1%,5,1.69,191,308,499,45.5%,31.8%,22.7%,9.1%,50.0%,40.9%,2021.0,2021-01-01
605,Chris Devenski,ARI,.360,0.91,22.2%,37.0%,40.7%,0.0%,18.2%,11,13.50,54,91,145,33.3%,48.1%,18.5%,18.5%,29.6%,51.9%,2021.0,2021-01-01
606,Buck Farmer,DET,.313,0.91,22.2%,37.0%,40.7%,9.1%,20.5%,23,5.86,287,439,726,42.6%,39.8%,17.6%,14.8%,48.1%,37.0%,2021.0,2021-01-01
607,Blake Taylor,HOU,.269,0.91,14.6%,40.7%,44.7%,18.2%,10.9%,24,5.06,304,444,748,40.8%,40.8%,18.4%,23.2%,55.2%,21.6%,2021.0,2021-01-01
608,Conner Greene,- - -,.392,0.91,20.3%,38.0%,41.8%,9.1%,3.0%,13,4.62,156,291,447,35.0%,36.3%,28.8%,17.5%,52.5%,30.0%,2021.0,2021-01-01
609,Darien Nunez,LAD,.278,0.91,0.0%,47.6%,52.4%,0.0%,27.3%,2,2.35,50,77,127,57.1%,14.3%,28.6%,9.5%,47.6%,42.9%,2021.0,2021-01-01
610,Joey Lucchesi,NYM,.303,0.91,16.3%,39.8%,43.9%,11.6%,9.3%,15,3.52,237,409,646,32.4%,38.2%,29.4%,11.8%,61.8%,26.5%,2021.0,2021-01-01
611,Mike Foltynewicz,TEX,.254,0.91,21.0%,37.6%,41.5%,10.4%,19.2%,39,2.53,791,1445,2236,45.9%,32.4%,21.6%,15.8%,46.6%,37.6%,2021.0,2021-01-01
612,Drew Anderson,TEX,.257,0.91,17.6%,39.2%,43.2%,15.6%,3.1%,15,6.14,125,227,352,26.7%,45.3%,28.0%,20.0%,45.3%,34.7%,2021.0,2021-01-01
613,Matt Barnes,BOS,.306,0.91,12.2%,41.7%,46.1%,18.9%,15.1%,14,2.30,313,606,919,36.2%,37.1%,26.7%,19.0%,44.8%,36.2%,2021.0,2021-01-01
614,Rowan Wick,CHC,.291,0.90,27.3%,34.5%,38.2%,4.8%,4.8%,8,3.13,156,244,400,29.1%,43.6%,27.3%,18.2%,58.2%,23.6%,2021.0,2021-01-01
615,Tanner Roark,TOR,.190,0.90,20.8%,37.5%,41.7%,10.0%,30.0%,6,7.71,51,80,131,58.3%,29.2%,12.5%,8.3%,29.2%,62.5%,2021.0,2021-01-01
616,Burch Smith,OAK,.308,0.90,23.0%,36.5%,40.5%,8.3%,8.3%,25,5.19,234,444,678,25.2%,51.0%,23.8%,11.6%,53.7%,34.7%,2021.0,2021-01-01
617,Spencer Howard,- - -,.329,0.90,23.3%,36.3%,40.4%,10.2%,11.9%,13,2.36,350,586,936,32.7%,38.1%,29.3%,15.6%,49.7%,34.7%,2021.0,2021-01-01
618,Ryan Yarbrough,TBR,.291,0.90,24.4%,35.8%,39.8%,14.3%,12.8%,94,5.46,829,1659,2488,38.6%,34.4%,27.0%,21.8%,52.4%,25.8%,2021.0,2021-01-01
619,Marcos Diplan,BAL,.205,0.90,11.9%,41.7%,46.4%,10.3%,15.4%,16,4.80,198,314,512,32.1%,40.5%,27.4%,19.0%,48.8%,32.1%,2021.0,2021-01-01
620,Gabe Klobosits,WSN,.317,0.89,10.0%,42.5%,47.5%,15.8%,0.0%,5,3.97,69,125,194,48.8%,22.0%,29.3%,19.5%,53.7%,26.8%,2021.0,2021-01-01
621,Charlie Barnes,MIN,.321,0.89,19.7%,37.9%,42.4%,8.9%,7.1%,22,5.21,254,401,655,42.2%,32.6%,25.2%,11.1%,53.3%,35.6%,2021.0,2021-01-01
622,Nick Pivetta,BOS,.288,0.89,18.7%,38.3%,43.0%,13.6%,13.6%,93,5.40,972,1773,2745,44.0%,29.1%,26.9%,16.6%,50.0%,33.4%,2021.0,2021-01-01
623,Elieser Hernandez,MIA,.289,0.89,18.5%,38.4%,43.0%,9.2%,20.0%,25,4.35,246,572,818,45.8%,32.9%,21.3%,12.3%,51.0%,36.8%,2021.0,2021-01-01
624,Javy Guerra,WSN,.375,0.89,32.0%,32.0%,36.0%,11.1%,33.3%,5,7.50,53,95,148,38.5%,30.8%,30.8%,15.4%,46.2%,38.5%,2021.0,2021-01-01
625,Nate Pearson,TOR,.324,0.89,12.8%,41.0%,46.2%,11.1%,11.1%,4,2.40,129,172,301,46.2%,33.3%,20.5%,5.1%,61.5%,33.3%,2021.0,2021-01-01
626,Lance Lynn,CHW,.263,0.89,18.9%,38.1%,43.0%,11.9%,10.2%,79,4.53,941,1667,2608,39.9%,32.0%,28.1%,17.8%,54.8%,27.4%,2021.0,2021-01-01
627,Sammy Long,SFG,.278,0.89,16.7%,39.2%,44.2%,3.8%,9.4%,26,5.75,255,477,732,38.3%,33.3%,28.3%,12.5%,55.0%,32.5%,2021.0,2021-01-01
628,Wade LeBlanc,- - -,.294,0.88,24.3%,35.5%,40.2%,10.3%,11.8%,16,2.94,290,504,794,46.2%,28.7%,25.1%,20.5%,48.0%,31.6%,2021.0,2021-01-01
629,Jackson Kowar,KCR,.375,0.88,25.2%,35.0%,39.8%,7.3%,17.1%,11,3.26,263,368,631,36.9%,38.8%,24.3%,11.7%,52.4%,35.9%,2021.0,2021-01-01
630,Cam Bedrosian,- - -,.300,0.88,21.1%,36.8%,42.1%,18.8%,18.8%,3,1.08,183,285,468,26.3%,30.3%,43.4%,21.1%,42.1%,36.8%,2021.0,2021-01-01
631,Mike Mayers,LAA,.324,0.88,20.6%,37.0%,42.3%,8.8%,13.8%,58,6.96,442,794,1236,32.7%,40.3%,27.0%,11.2%,57.1%,31.6%,2021.0,2021-01-01
632,Jacob Webb,ATL,.337,0.88,27.2%,34.0%,38.8%,0.0%,10.0%,26,6.82,189,379,568,40.0%,42.9%,17.1%,13.3%,59.0%,27.6%,2021.0,2021-01-01
633,Bailey Falter,PHI,.315,0.88,22.7%,36.1%,41.2%,10.0%,12.5%,34,9.09,189,363,552,35.1%,45.4%,19.6%,17.5%,53.6%,28.9%,2021.0,2021-01-01
634,Kyle Muller,ATL,.255,0.88,19.4%,37.6%,43.0%,5.0%,5.0%,14,3.44,262,415,677,40.6%,30.2%,29.2%,9.4%,59.4%,31.3%,2021.0,2021-01-01
635,Mike Baumann,BAL,.306,0.88,21.1%,36.8%,42.1%,0.0%,12.5%,2,1.80,76,109,185,44.7%,36.8%,18.4%,7.9%,39.5%,52.6%,2021.0,2021-01-01
636,Brad Boxberger,MIL,.250,0.87,19.7%,37.4%,42.9%,12.7%,12.7%,45,6.26,386,688,1074,41.7%,34.4%,23.8%,17.9%,47.7%,34.4%,2021.0,2021-01-01
637,Ervin Santana,KCR,.292,0.87,23.1%,35.7%,41.2%,4.9%,11.0%,32,4.41,391,672,1063,37.3%,34.3%,28.4%,12.9%,50.2%,36.8%,2021.0,2021-01-01
638,Michael Kopech,CHW,.304,0.87,18.8%,37.7%,43.5%,13.4%,13.4%,33,4.28,399,755,1154,42.0%,31.8%,26.1%,16.6%,55.4%,28.0%,2021.0,2021-01-01
639,Eric Lauer,MIL,.249,0.86,22.7%,35.8%,41.4%,8.3%,12.0%,68,5.16,700,1256,1956,34.7%,38.0%,27.4%,11.6%,53.2%,35.3%,2021.0,2021-01-01
640,Tyler Alexander,DET,.285,0.86,17.9%,37.9%,44.2%,9.6%,11.0%,52,4.40,540,1100,1640,38.6%,37.0%,24.4%,15.7%,48.2%,36.1%,2021.0,2021-01-01
641,Griffin Canning,LAA,.297,0.86,23.8%,35.1%,41.1%,9.2%,18.4%,54,7.76,405,675,1080,43.2%,33.5%,23.2%,13.5%,55.7%,30.8%,2021.0,2021-01-01
642,Yusmeiro Petit,OAK,.227,0.85,19.3%,37.1%,43.6%,17.7%,10.6%,47,5.42,366,716,1082,38.0%,39.2%,22.8%,22.1%,49.4%,28.5%,2021.0,2021-01-01
643,Josh Staumont,KCR,.236,0.85,17.2%,38.0%,44.8%,15.1%,8.2%,28,3.84,420,676,1096,32.5%,33.1%,34.4%,12.9%,50.9%,36.2%,2021.0,2021-01-01
644,Sergio Romo,OAK,.281,0.85,18.2%,37.5%,44.3%,12.8%,11.5%,24,3.50,391,652,1043,51.7%,27.3%,21.0%,17.0%,60.8%,22.2%,2021.0,2021-01-01
645,Paolo Espino,WSN,.280,0.84,21.3%,36.0%,42.7%,10.7%,13.6%,64,5.25,600,1135,1735,38.0%,36.8%,25.2%,15.4%,48.7%,35.9%,2021.0,2021-01-01
646,Robbie Ray,TOR,.268,0.84,18.6%,37.2%,44.2%,11.1%,15.9%,117,5.45,1067,2074,3141,40.3%,34.8%,24.9%,14.1%,51.0%,35.0%,2021.0,2021-01-01
647,Keegan Akin,BAL,.325,0.84,20.6%,36.2%,43.2%,8.5%,13.1%,39,3.69,610,1158,1768,38.3%,32.7%,29.0%,14.9%,55.1%,30.0%,2021.0,2021-01-01
648,Carlos Rodon,CHW,.267,0.84,17.3%,37.7%,45.0%,13.3%,9.6%,78,5.29,757,1462,2219,37.5%,35.2%,27.3%,20.1%,52.3%,27.6%,2021.0,2021-01-01
649,Bryan Garcia,DET,.309,0.84,22.9%,35.1%,42.0%,7.3%,18.2%,23,5.26,300,431,731,43.6%,29.3%,27.1%,11.3%,53.4%,35.3%,2021.0,2021-01-01
650,Kenley Jansen,LAD,.213,0.84,18.5%,37.1%,44.4%,17.9%,6.0%,16,2.09,358,713,1071,35.3%,34.6%,30.1%,25.5%,51.0%,23.5%,2021.0,2021-01-01
651,Alex Reyes,STL,.233,0.84,18.8%,37.0%,44.2%,13.7%,12.3%,31,3.86,508,741,1249,38.1%,35.7%,26.2%,16.7%,51.8%,31.5%,2021.0,2021-01-01
652,Spenser Watkins,BAL,.324,0.84,26.4%,33.5%,40.1%,7.6%,17.7%,29,4.77,368,592,960,47.2%,27.6%,25.1%,11.6%,53.3%,35.2%,2021.0,2021-01-01
653,Julio Teheran,DET,.231,0.83,21.4%,35.7%,42.9%,16.7%,16.7%,2,3.60,32,58,90,42.9%,28.6%,28.6%,21.4%,28.6%,50.0%,2021.0,2021-01-01
654,Scott Blewett,KCR,.250,0.83,8.3%,41.7%,50.0%,0.0%,0.0%,5,9.00,42,50,92,41.7%,41.7%,16.7%,16.7%,33.3%,50.0%,2021.0,2021-01-01
655,Jhon Romero,WSN,.357,0.83,21.4%,35.7%,42.9%,0.0%,0.0%,4,9.00,26,52,78,35.7%,28.6%,35.7%,14.3%,42.9%,42.9%,2021.0,2021-01-01
656,Ronald Bolanos,KCR,.308,0.83,15.4%,38.5%,46.2%,16.7%,0.0%,1,1.42,39,67,106,38.5%,23.1%,38.5%,46.2%,38.5%,15.4%,2021.0,2021-01-01
657,Kyle Tyler,LAA,.189,0.83,13.2%,39.5%,47.4%,5.6%,5.6%,7,5.11,77,113,190,31.6%,36.8%,31.6%,18.4%,57.9%,23.7%,2021.0,2021-01-01
658,Chase Anderson,PHI,.279,0.82,19.5%,36.4%,44.2%,8.8%,14.7%,26,4.88,322,530,852,41.4%,33.1%,25.5%,26.1%,44.6%,29.3%,2021.0,2021-01-01
659,Ben Rowen,LAA,.265,0.82,16.2%,37.8%,45.9%,0.0%,17.6%,3,2.38,69,129,198,21.6%,48.6%,29.7%,18.9%,62.2%,18.9%,2021.0,2021-01-01
660,James Hoyt,LAA,.462,0.82,23.1%,34.6%,42.3%,0.0%,0.0%,4,4.50,74,108,182,50.0%,26.9%,23.1%,7.7%,61.5%,30.8%,2021.0,2021-01-01
661,Joe Barlow,TEX,.143,0.82,16.7%,37.5%,45.8%,12.1%,6.1%,4,1.24,158,297,455,41.7%,33.3%,25.0%,16.7%,52.8%,30.6%,2021.0,2021-01-01
662,Yu Darvish,SDP,.274,0.82,17.7%,37.0%,45.3%,8.3%,14.6%,81,4.38,948,1821,2769,42.3%,34.9%,22.8%,16.0%,53.7%,30.2%,2021.0,2021-01-01
663,Cory Abbott,CHC,.250,0.81,15.5%,37.9%,46.6%,11.1%,25.9%,5,2.60,149,203,352,45.8%,30.5%,23.7%,16.9%,52.5%,30.5%,2021.0,2021-01-01
664,Tyler Anderson,- - -,.284,0.81,21.8%,35.1%,43.1%,11.3%,12.2%,59,3.18,798,1804,2602,42.5%,35.5%,22.1%,15.8%,56.0%,28.1%,2021.0,2021-01-01
665,Rich Hill,- - -,.277,0.81,21.5%,35.2%,43.3%,9.6%,11.2%,87,4.93,833,1663,2496,44.1%,36.8%,19.1%,14.1%,52.7%,33.2%,2021.0,2021-01-01
666,Angel Perdomo,MIL,.276,0.81,9.4%,40.6%,50.0%,6.3%,25.0%,12,6.35,144,210,354,36.4%,39.4%,24.2%,9.1%,48.5%,42.4%,2021.0,2021-01-01
667,Chris Mazza,TBR,.291,0.81,18.3%,36.6%,45.1%,16.2%,8.1%,13,4.28,145,268,413,35.4%,36.6%,28.0%,24.4%,45.1%,30.5%,2021.0,2021-01-01
