#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
210,Dylan Floro,MIA,53.2,31.4%,64.4%,48.6%,65.4%,87.2%,80.4%,52.0%,26.3,2022.0,2022-01-01
211,Pablo Lopez,MIA,180.0,31.3%,68.0%,49.3%,56.7%,82.7%,74.3%,49.1%,24.2,2022.0,2022-01-01
212,Sean Reid-Foley,NYM,10.0,31.3%,63.8%,47.2%,58.1%,75.0%,69.2%,48.7%,24.8,2022.0,2022-01-01
213,Jeff Brigham,MIA,24.0,31.3%,62.4%,46.5%,59.7%,82.0%,74.4%,48.9%,26.0,2022.0,2022-01-01
214,Tommy Hunter,NYM,22.1,31.3%,71.8%,54.7%,60.9%,85.5%,79.6%,57.9%,21.7,2022.0,2022-01-01
215,Brandon Hughes,CHC,57.2,31.3%,66.9%,48.7%,44.1%,80.2%,68.4%,49.1%,22.1,2022.0,2022-01-01
216,Lance Lynn,CHW,121.2,31.3%,72.1%,52.3%,57.3%,81.3%,74.4%,51.4%,23.5,2022.0,2022-01-01
217,Chris Devenski,- - -,14.2,31.3%,69.0%,51.5%,51.4%,84.3%,75.0%,53.5%,21.5,2022.0,2022-01-01
218,Ronel Blanco,HOU,6.1,31.3%,89.3%,58.3%,35.0%,80.0%,67.1%,46.7%,23.7,2022.0,2022-01-01
219,Luis Castillo,DET,3.2,31.3%,75.0%,51.7%,40.0%,95.2%,77.4%,46.7%,20.8,2022.0,2022-01-01
220,Sam Hentges,CLE,62.0,31.2%,66.5%,49.0%,50.7%,82.3%,72.4%,50.5%,22.6,2022.0,2022-01-01
221,Sergio Romo,- - -,18.0,31.2%,68.5%,47.8%,63.8%,86.3%,78.1%,44.5%,24.2,2022.0,2022-01-01
222,Robbie Ray,SEA,189.0,31.2%,72.4%,51.3%,52.9%,83.0%,73.7%,48.8%,22.9,2022.0,2022-01-01
223,Robert Dugger,- - -,16.0,31.1%,64.7%,46.8%,46.8%,89.5%,74.4%,46.8%,23.8,2022.0,2022-01-01
224,Cole Ragans,TEX,40.0,31.1%,73.8%,50.3%,57.0%,89.3%,78.3%,44.9%,22.4,2022.0,2022-01-01
225,Jameson Taillon,NYY,177.1,31.1%,66.8%,48.9%,60.8%,88.7%,79.8%,49.9%,22.4,2022.0,2022-01-01
226,Zack Wheeler,PHI,153.0,31.1%,66.9%,50.3%,60.5%,84.1%,77.3%,53.7%,23.0,2022.0,2022-01-01
227,A.J. Minter,ATL,70.0,31.1%,69.8%,51.4%,48.2%,78.1%,69.5%,52.5%,27.2,2022.0,2022-01-01
228,Justin Grimm,OAK,15.1,31.0%,68.1%,46.9%,59.2%,86.4%,76.2%,43.0%,26.3,2022.0,2022-01-01
229,Aaron Civale,CLE,97.0,31.0%,63.4%,46.7%,57.1%,88.5%,77.7%,48.3%,22.0,2022.0,2022-01-01
230,Shawn Armstrong,- - -,61.2,30.9%,70.4%,53.6%,61.6%,81.6%,76.7%,57.5%,25.1,2022.0,2022-01-01
231,Jesus Cruz,ATL,8.2,30.9%,78.8%,50.3%,50.0%,92.3%,76.8%,40.5%,20.5,2022.0,2022-01-01
232,Phoenix Sanders,TBR,14.2,30.9%,72.0%,53.5%,70.0%,90.6%,85.2%,54.9%,21.1,2022.0,2022-01-01
233,Walker Buehler,LAD,65.0,30.9%,69.8%,49.7%,56.9%,85.8%,76.5%,48.4%,21.7,2022.0,2022-01-01
234,Ryan Thompson,TBR,42.2,30.9%,60.2%,46.5%,61.2%,85.8%,78.2%,53.3%,27.8,2022.0,2022-01-01
235,Cole Irvin,OAK,181.0,30.9%,69.3%,51.9%,67.5%,86.6%,81.5%,54.6%,20.0,2022.0,2022-01-01
236,Luis Gonzalez,SFG,6.1,30.9%,61.3%,41.9%,100.0%,100.0%,100.0%,36.0%,14.9,2022.0,2022-01-01
237,Alex Cobb,SFG,149.2,30.9%,59.1%,44.8%,56.8%,87.4%,76.8%,49.5%,22.9,2022.0,2022-01-01
238,Ryan Yarbrough,TBR,80.0,30.9%,66.9%,50.0%,74.0%,82.7%,80.2%,53.1%,24.8,2022.0,2022-01-01
239,Hunter Harvey,WSN,39.1,30.8%,64.5%,49.5%,54.9%,83.9%,75.8%,55.4%,25.1,2022.0,2022-01-01
240,Yennier Cano,- - -,18.0,30.8%,58.9%,43.7%,56.1%,90.6%,77.3%,45.7%,25.3,2022.0,2022-01-01
241,Nestor Cortes,NYY,158.1,30.8%,67.4%,50.4%,67.8%,81.9%,77.9%,53.4%,20.4,2022.0,2022-01-01
242,Tarik Skubal,DET,117.2,30.8%,67.7%,50.5%,53.8%,85.7%,76.6%,53.4%,21.2,2022.0,2022-01-01
243,Jake Cousins,MIL,13.1,30.8%,60.3%,44.2%,37.8%,74.0%,60.2%,45.3%,23.0,2022.0,2022-01-01
244,Duane Underwood Jr.,PIT,57.1,30.8%,68.7%,49.2%,52.2%,84.4%,74.0%,48.5%,24.0,2022.0,2022-01-01
245,Ron Marinaccio,NYY,44.0,30.8%,62.8%,44.5%,59.4%,74.5%,68.5%,42.9%,24.9,2022.0,2022-01-01
246,Michael Rucker,CHC,54.2,30.8%,66.5%,48.2%,58.2%,85.2%,76.3%,48.8%,21.4,2022.0,2022-01-01
247,Brett Phillips,TBR,4.0,30.8%,75.0%,45.8%,91.7%,100.0%,96.3%,33.9%,14.1,2022.0,2022-01-01
248,Ernie Clement,CLE,2.0,30.8%,75.0%,47.6%,100.0%,91.7%,95.0%,38.1%,12.9,2022.0,2022-01-01
249,Max Meyer,MIA,6.0,30.8%,64.0%,49.4%,50.0%,84.4%,75.0%,56.2%,19.6,2022.0,2022-01-01
250,Chris Martin,- - -,56.0,30.7%,71.2%,53.7%,58.8%,81.5%,75.9%,56.7%,27.7,2022.0,2022-01-01
251,Alex Wood,SFG,130.2,30.7%,63.1%,48.0%,58.3%,84.7%,76.8%,53.3%,20.2,2022.0,2022-01-01
252,Carl Edwards Jr.,WSN,62.0,30.7%,65.0%,47.8%,59.6%,85.4%,77.1%,49.9%,25.6,2022.0,2022-01-01
253,Andres Machado,WSN,59.1,30.7%,66.9%,49.1%,58.9%,86.2%,77.8%,50.8%,24.3,2022.0,2022-01-01
254,Zack Greinke,KCR,137.0,30.7%,61.9%,46.0%,75.1%,88.9%,84.2%,49.2%,21.8,2022.0,2022-01-01
255,Davis Martin,CHW,63.1,30.7%,70.0%,51.5%,57.3%,85.5%,77.6%,52.9%,23.0,2022.0,2022-01-01
256,Jose Berrios,TOR,172.0,30.7%,65.0%,48.4%,62.2%,89.1%,80.9%,51.8%,20.7,2022.0,2022-01-01
257,Steven Matz,STL,48.0,30.6%,63.4%,49.5%,59.1%,81.2%,75.4%,57.5%,19.9,2022.0,2022-01-01
258,Chase Silseth,LAA,28.2,30.6%,58.8%,44.3%,54.4%,87.4%,75.7%,48.5%,20.8,2022.0,2022-01-01
259,Brandon Woodruff,MIL,153.1,30.6%,66.9%,49.3%,52.6%,79.6%,71.4%,51.3%,24.3,2022.0,2022-01-01
260,Joe Musgrove,SDP,181.0,30.6%,60.5%,46.4%,52.0%,87.1%,76.2%,52.9%,23.1,2022.0,2022-01-01
261,Taijuan Walker,NYM,157.1,30.6%,64.0%,47.2%,60.2%,87.5%,78.6%,49.7%,19.9,2022.0,2022-01-01
262,Kyle Nelson,ARI,37.0,30.6%,65.8%,47.9%,56.5%,86.5%,76.8%,49.2%,21.6,2022.0,2022-01-01
263,Edward Cabrera,MIA,71.2,30.6%,62.0%,44.0%,51.6%,81.6%,69.7%,42.6%,22.1,2022.0,2022-01-01
264,Josh Hader,- - -,50.0,30.5%,65.2%,46.8%,49.7%,74.3%,65.8%,46.9%,26.7,2022.0,2022-01-01
265,Matthew Festa,SEA,54.0,30.5%,66.3%,49.3%,50.0%,80.2%,71.3%,52.6%,23.4,2022.0,2022-01-01
266,Joe Barlow,TEX,35.0,30.5%,67.6%,48.7%,55.8%,81.5%,73.3%,49.1%,26.7,2022.0,2022-01-01
267,John King,TEX,51.1,30.5%,65.6%,49.1%,65.4%,89.3%,82.3%,53.1%,21.7,2022.0,2022-01-01
268,Cal Quantrill,CLE,186.1,30.4%,67.5%,48.5%,69.2%,89.5%,83.0%,48.9%,20.9,2022.0,2022-01-01
269,Beau Sulser,- - -,22.1,30.4%,70.9%,50.6%,63.6%,90.6%,82.4%,49.7%,19.5,2022.0,2022-01-01
270,Kirk McCarty,CLE,37.2,30.4%,68.8%,50.7%,68.3%,84.2%,79.7%,53.0%,19.3,2022.0,2022-01-01
271,Penn Murfee,SEA,69.1,30.3%,65.8%,50.1%,57.5%,84.8%,77.5%,55.9%,25.0,2022.0,2022-01-01
272,Kohei Arihara,TEX,20.0,30.3%,68.0%,46.7%,59.7%,89.6%,78.6%,43.3%,23.9,2022.0,2022-01-01
273,Hirokazu Sawamura,BOS,50.2,30.3%,66.9%,47.7%,61.2%,84.6%,76.8%,47.4%,28.1,2022.0,2022-01-01
274,Yu Darvish,SDP,194.2,30.3%,64.2%,49.5%,58.9%,83.2%,76.8%,56.8%,25.3,2022.0,2022-01-01
275,Tony Gonsolin,LAD,130.1,30.3%,67.9%,49.5%,52.5%,84.5%,74.9%,51.0%,23.5,2022.0,2022-01-01
276,Alec Mills,CHC,17.2,30.3%,65.6%,49.0%,62.8%,95.2%,85.8%,53.0%,21.7,2022.0,2022-01-01
277,Dane Dunning,TEX,153.1,30.3%,60.4%,44.0%,60.0%,87.6%,77.3%,45.5%,22.2,2022.0,2022-01-01
278,Drew Smith,NYM,46.0,30.2%,68.1%,48.3%,57.7%,78.0%,71.4%,47.8%,22.5,2022.0,2022-01-01
279,Jon Gray,TEX,127.1,30.2%,64.8%,48.5%,57.1%,83.8%,76.0%,52.7%,24.0,2022.0,2022-01-01
280,Brayan Bello,BOS,57.1,30.2%,63.3%,45.9%,57.6%,83.9%,74.8%,47.4%,24.6,2022.0,2022-01-01
281,Chase Anderson,CIN,24.0,30.2%,63.9%,44.2%,73.6%,83.2%,79.4%,41.6%,19.5,2022.0,2022-01-01
282,Kendall Graveman,CHW,65.0,30.2%,62.4%,45.8%,58.4%,84.7%,75.7%,48.5%,24.3,2022.0,2022-01-01
283,Tanner Banks,CHW,53.0,30.2%,65.3%,49.6%,65.6%,88.4%,82.2%,55.4%,21.9,2022.0,2022-01-01
284,Kevin Herget,TBR,7.0,30.2%,67.2%,49.5%,56.3%,92.3%,81.8%,52.3%,19.6,2022.0,2022-01-01
285,Alek Manoah,TOR,196.2,30.1%,67.5%,49.4%,56.9%,85.9%,77.3%,51.4%,25.8,2022.0,2022-01-01
286,Johnny Cueto,CHW,158.1,30.1%,68.5%,49.7%,73.7%,89.2%,84.6%,51.1%,21.2,2022.0,2022-01-01
287,Zach Plesac,CLE,131.2,30.1%,71.3%,51.3%,63.8%,86.5%,80.1%,51.4%,21.6,2022.0,2022-01-01
288,Luis Ortiz,PIT,16.0,30.1%,62.0%,45.1%,50.0%,82.5%,71.0%,46.9%,20.9,2022.0,2022-01-01
289,Yency Almonte,LAD,35.1,30.1%,63.1%,45.5%,41.3%,83.2%,68.4%,46.6%,21.1,2022.0,2022-01-01
290,Aaron Fletcher,PIT,11.2,30.1%,63.8%,45.7%,42.9%,88.2%,72.2%,46.2%,20.0,2022.0,2022-01-01
291,Bryce Elder,ATL,54.0,30.1%,63.9%,45.1%,55.5%,91.1%,77.9%,44.4%,19.7,2022.0,2022-01-01
292,John Brebbia,SFG,68.0,30.1%,71.7%,52.2%,61.7%,84.4%,78.3%,53.2%,22.1,2022.0,2022-01-01
293,Garrett Whitlock,BOS,78.1,30.1%,67.6%,51.1%,50.6%,81.0%,73.2%,56.1%,20.9,2022.0,2022-01-01
294,JoJo Romero,- - -,16.1,30.1%,55.6%,40.2%,51.0%,80.0%,67.0%,39.9%,23.8,2022.0,2022-01-01
295,Mark Leiter,CHC,67.2,30.0%,58.9%,43.6%,49.4%,86.1%,72.8%,47.2%,23.0,2022.0,2022-01-01
296,Luis Castillo,- - -,150.1,30.0%,66.5%,49.4%,56.4%,81.8%,74.5%,53.1%,21.5,2022.0,2022-01-01
297,Aaron Brooks,STL,9.1,30.0%,60.7%,46.8%,66.7%,86.3%,80.6%,54.5%,21.8,2022.0,2022-01-01
298,Yunior Marte,SFG,48.0,30.0%,66.3%,47.7%,61.4%,84.1%,76.7%,48.6%,25.3,2022.0,2022-01-01
299,Nick Maton,PHI,1.1,30.0%,60.0%,48.0%,100.0%,100.0%,100.0%,60.0%,11.8,2022.0,2022-01-01
300,Lou Trivino,- - -,53.2,30.0%,66.4%,47.4%,51.7%,85.2%,74.2%,48.0%,24.0,2022.0,2022-01-01
301,Lucas Luetge,NYY,57.1,29.9%,63.9%,44.5%,52.4%,85.7%,72.9%,42.8%,25.3,2022.0,2022-01-01
302,Noe Ramirez,ARI,50.0,29.9%,62.9%,46.6%,58.4%,81.7%,74.3%,50.5%,27.6,2022.0,2022-01-01
303,Matt Gage,TOR,13.0,29.9%,72.2%,50.3%,58.6%,76.9%,71.3%,48.1%,24.1,2022.0,2022-01-01
304,Camilo Doval,SFG,67.2,29.9%,64.2%,47.0%,48.8%,80.5%,70.4%,49.9%,26.6,2022.0,2022-01-01
305,Derek Law,- - -,19.2,29.9%,62.5%,45.5%,61.8%,87.6%,78.8%,47.7%,20.1,2022.0,2022-01-01
306,Kodi Whitley,STL,12.2,29.9%,68.0%,47.8%,65.1%,80.5%,75.4%,47.1%,23.3,2022.0,2022-01-01
307,Matt Peacock,- - -,10.0,29.9%,69.5%,51.7%,50.0%,89.5%,79.2%,55.0%,19.1,2022.0,2022-01-01
308,Cristian Javier,HOU,148.2,29.8%,69.2%,49.1%,54.9%,79.5%,71.9%,49.1%,23.1,2022.0,2022-01-01
309,Dallas Keuchel,- - -,60.2,29.8%,65.2%,44.7%,64.2%,88.4%,79.1%,42.1%,21.9,2022.0,2022-01-01
310,Erasmo Ramirez,WSN,86.1,29.8%,69.9%,51.6%,62.9%,86.2%,80.0%,54.2%,26.3,2022.0,2022-01-01
311,Joe Kelly,CHW,37.0,29.8%,54.0%,41.0%,45.1%,83.4%,68.4%,46.1%,27.3,2022.0,2022-01-01
312,Josh Winder,MIN,67.0,29.8%,67.0%,47.4%,61.7%,88.4%,79.5%,47.3%,23.1,2022.0,2022-01-01
313,Rafael Montero,HOU,68.1,29.8%,62.7%,45.9%,66.3%,79.5%,75.1%,49.0%,24.4,2022.0,2022-01-01
314,Patrick Corbin,WSN,152.2,29.8%,64.8%,47.2%,64.0%,88.2%,80.5%,49.8%,23.1,2022.0,2022-01-01
315,Kyle Wright,ATL,180.1,29.8%,64.0%,48.6%,52.6%,84.0%,75.4%,55.1%,21.7,2022.0,2022-01-01
316,Anthony Misiewicz,- - -,29.0,29.7%,65.7%,47.7%,63.8%,85.0%,78.4%,50.1%,26.4,2022.0,2022-01-01
317,Michael Grove,LAD,29.1,29.7%,68.4%,50.2%,56.1%,88.9%,79.7%,53.0%,22.3,2022.0,2022-01-01
318,Ryan Tepera,LAA,57.1,29.7%,69.3%,46.7%,46.4%,86.8%,72.2%,43.0%,26.7,2022.0,2022-01-01
319,Trevor Gott,MIL,45.2,29.7%,63.7%,46.5%,63.2%,83.3%,76.8%,49.5%,22.3,2022.0,2022-01-01
320,Seranthony Dominguez,PHI,51.0,29.7%,69.6%,48.8%,47.2%,80.7%,70.1%,48.0%,22.9,2022.0,2022-01-01
321,Wil Crowe,PIT,76.0,29.7%,65.6%,45.2%,53.4%,84.9%,73.2%,43.3%,23.8,2022.0,2022-01-01
322,George Kirby,SEA,130.0,29.7%,70.6%,52.5%,70.5%,85.2%,81.5%,55.7%,23.0,2022.0,2022-01-01
323,Aaron Ashby,MIL,107.1,29.7%,58.4%,43.9%,48.2%,84.0%,71.9%,49.7%,19.9,2022.0,2022-01-01
324,Shane Greene,- - -,3.0,29.6%,73.9%,50.0%,62.5%,94.1%,84.0%,46.0%,26.7,2022.0,2022-01-01
325,Devin Smeltzer,MIN,70.1,29.6%,62.9%,46.8%,75.9%,87.4%,83.9%,51.6%,21.0,2022.0,2022-01-01
326,Trevor Rogers,MIA,107.0,29.6%,67.4%,48.7%,65.8%,82.6%,77.6%,50.6%,23.5,2022.0,2022-01-01
327,Fernando Cruz,CIN,14.2,29.6%,68.5%,45.8%,42.2%,77.0%,63.9%,41.5%,23.3,2022.0,2022-01-01
328,Domingo German,NYY,72.1,29.6%,67.7%,49.6%,50.7%,87.8%,77.2%,52.5%,22.2,2022.0,2022-01-01
329,Adrian Sampson,CHC,104.1,29.6%,68.4%,48.0%,63.0%,89.4%,80.9%,47.5%,23.4,2022.0,2022-01-01
330,Kenley Jansen,ATL,64.0,29.6%,67.0%,50.1%,63.2%,81.8%,76.9%,55.0%,29.4,2022.0,2022-01-01
331,Zach Eflin,PHI,75.2,29.5%,65.1%,47.6%,62.6%,86.5%,79.2%,50.7%,22.9,2022.0,2022-01-01
332,Daniel Lynch,KCR,131.2,29.5%,69.6%,49.8%,56.1%,85.5%,76.9%,50.6%,21.0,2022.0,2022-01-01
333,Lucas Giolito,CHW,161.2,29.5%,66.0%,47.3%,50.4%,85.3%,74.1%,48.7%,24.7,2022.0,2022-01-01
334,Shohei Ohtani,LAA,166.0,29.5%,65.1%,48.8%,38.2%,81.1%,69.2%,54.1%,26.6,2022.0,2022-01-01
335,Ryne Stanek,HOU,54.2,29.5%,70.5%,47.2%,50.0%,76.5%,67.1%,43.1%,26.7,2022.0,2022-01-01
336,Michael King,NYY,51.0,29.5%,59.6%,45.1%,45.9%,77.8%,67.8%,52.0%,26.0,2022.0,2022-01-01
337,Taylor Widener,ARI,17.1,29.5%,71.6%,52.9%,72.1%,84.7%,81.6%,55.6%,24.6,2022.0,2022-01-01
338,Luis Garcia,SDP,61.0,29.4%,64.6%,47.4%,45.3%,82.1%,71.0%,51.1%,26.0,2022.0,2022-01-01
339,Daniel Castano,MIA,35.2,29.4%,68.6%,50.6%,74.4%,89.7%,85.6%,54.1%,26.6,2022.0,2022-01-01
340,Sam Selman,OAK,18.1,29.4%,64.1%,46.1%,57.8%,86.8%,77.2%,48.1%,20.6,2022.0,2022-01-01
341,Sheldon Neuse,OAK,3.2,29.4%,62.5%,45.5%,100.0%,100.0%,100.0%,48.5%,11.6,2022.0,2022-01-01
342,Jimmy Lambert,CHW,47.0,29.4%,67.7%,48.2%,62.3%,82.4%,76.1%,49.2%,23.3,2022.0,2022-01-01
343,Joe Smith,MIN,27.1,29.4%,66.9%,49.3%,79.0%,89.4%,86.5%,53.1%,21.0,2022.0,2022-01-01
344,Matt Swarmer,CHC,34.0,29.4%,64.3%,44.6%,45.0%,84.8%,70.0%,43.5%,22.4,2022.0,2022-01-01
345,Anthony DeSclafani,SFG,19.0,29.4%,62.7%,46.5%,61.7%,87.7%,79.7%,51.4%,22.2,2022.0,2022-01-01
346,Jimmy Herget,LAA,69.0,29.3%,61.8%,46.8%,53.3%,85.5%,76.2%,53.8%,23.9,2022.0,2022-01-01
347,Jovani Moran,MIN,40.2,29.3%,65.9%,46.6%,39.4%,77.0%,64.5%,47.2%,22.7,2022.0,2022-01-01
348,Joel Kuhnel,CIN,58.0,29.3%,67.5%,49.5%,51.6%,87.3%,77.3%,52.8%,20.6,2022.0,2022-01-01
349,Huascar Brazoban,MIA,32.0,29.3%,66.9%,45.3%,46.2%,72.2%,62.6%,42.6%,25.4,2022.0,2022-01-01
350,Rowan Wick,CHC,64.0,29.3%,63.9%,47.2%,61.9%,85.9%,78.7%,51.8%,23.3,2022.0,2022-01-01
351,Michael Pineda,DET,46.2,29.2%,67.8%,49.7%,67.0%,91.3%,84.6%,53.2%,23.4,2022.0,2022-01-01
352,Charlie Morton,ATL,172.0,29.2%,61.8%,45.5%,47.0%,85.5%,73.1%,50.0%,22.3,2022.0,2022-01-01
353,Luis Garcia,HOU,157.1,29.2%,68.8%,48.8%,51.1%,82.5%,73.0%,49.5%,25.7,2022.0,2022-01-01
354,Anthony Banda,- - -,26.2,29.2%,66.7%,47.5%,68.3%,85.6%,80.2%,49.0%,24.3,2022.0,2022-01-01
355,Kyle Hendricks,CHC,84.1,29.2%,62.5%,45.4%,62.7%,84.4%,77.3%,48.8%,21.6,2022.0,2022-01-01
356,JT Brubaker,PIT,144.0,29.2%,63.2%,46.2%,48.1%,86.2%,74.2%,50.0%,20.6,2022.0,2022-01-01
357,Will Vest,DET,63.0,29.1%,65.5%,47.6%,62.6%,84.3%,77.8%,51.0%,24.0,2022.0,2022-01-01
358,Jharel Cotton,- - -,43.0,29.1%,71.5%,50.0%,65.5%,81.4%,76.7%,49.3%,21.1,2022.0,2022-01-01
359,Hoby Milner,MIL,64.2,29.1%,55.7%,41.1%,66.7%,83.2%,76.7%,45.0%,19.9,2022.0,2022-01-01
360,Genesis Cabrera,STL,44.2,29.1%,67.0%,47.7%,62.4%,86.8%,79.2%,49.0%,25.2,2022.0,2022-01-01
361,Mitch White,- - -,99.0,29.1%,68.1%,48.2%,68.5%,89.0%,82.7%,49.0%,24.3,2022.0,2022-01-01
362,Taylor Rogers,- - -,64.1,29.1%,55.8%,43.5%,45.5%,83.2%,71.6%,54.0%,26.7,2022.0,2022-01-01
363,Peter Strzelecki,MIL,35.0,29.0%,63.7%,46.4%,58.0%,79.8%,73.0%,50.0%,19.8,2022.0,2022-01-01
364,David Robertson,- - -,63.2,29.0%,60.0%,43.9%,42.5%,82.0%,68.4%,48.0%,22.3,2022.0,2022-01-01
365,Juan Minaya,MIN,9.2,29.0%,65.4%,46.0%,59.3%,77.4%,71.3%,46.6%,20.8,2022.0,2022-01-01
366,Alex Claudio,NYM,3.1,29.0%,78.9%,48.0%,55.6%,93.3%,79.2%,38.0%,21.0,2022.0,2022-01-01
367,Mauricio Llovera,SFG,16.1,29.0%,66.2%,47.4%,48.9%,83.0%,72.4%,49.3%,24.8,2022.0,2022-01-01
368,Mike Mayers,LAA,50.2,29.0%,68.6%,47.8%,50.7%,88.2%,76.2%,47.3%,22.6,2022.0,2022-01-01
369,Ty Blach,COL,44.1,29.0%,64.7%,49.7%,68.3%,86.2%,81.8%,58.0%,19.3,2022.0,2022-01-01
370,Max Castillo,- - -,39.1,29.0%,66.4%,46.3%,64.8%,86.5%,79.3%,46.5%,21.1,2022.0,2022-01-01
371,Tommy Kahnle,LAD,12.2,28.9%,73.5%,54.0%,59.1%,70.8%,68.1%,56.3%,24.6,2022.0,2022-01-01
372,Drew VerHagen,STL,21.2,28.9%,64.9%,45.3%,57.6%,82.3%,73.7%,45.6%,24.9,2022.0,2022-01-01
373,Kyle Gibson,PHI,167.2,28.9%,67.9%,48.3%,53.4%,87.4%,77.2%,49.7%,25.1,2022.0,2022-01-01
374,Cody Morris,CLE,23.2,28.9%,75.0%,51.7%,59.3%,78.7%,73.2%,49.5%,23.8,2022.0,2022-01-01
375,Jose Cuas,KCR,37.2,28.9%,55.9%,42.6%,65.3%,81.0%,75.8%,50.7%,21.6,2022.0,2022-01-01
376,Cristopher Sanchez,PHI,40.0,28.9%,61.6%,44.9%,63.3%,90.5%,81.5%,48.8%,21.5,2022.0,2022-01-01
377,Hunter Greene,CIN,125.2,28.9%,68.3%,48.7%,52.7%,77.4%,70.1%,50.4%,21.6,2022.0,2022-01-01
378,Jaime Barria,LAA,79.1,28.8%,70.1%,51.0%,62.0%,84.4%,78.5%,53.7%,21.8,2022.0,2022-01-01
379,Cody Poteet,MIA,28.0,28.8%,70.8%,50.0%,51.6%,80.0%,71.9%,50.4%,24.9,2022.0,2022-01-01
380,Lance McCullers Jr.,HOU,47.2,28.8%,59.2%,43.2%,47.0%,88.7%,74.1%,47.4%,23.7,2022.0,2022-01-01
381,Mason Thompson,WSN,24.2,28.8%,69.7%,49.9%,60.8%,86.3%,79.1%,51.5%,24.9,2022.0,2022-01-01
382,Jeremiah Estrada,CHC,5.2,28.8%,84.5%,56.4%,70.6%,77.6%,75.8%,49.6%,23.3,2022.0,2022-01-01
383,Hyun-Jin Ryu,TOR,27.0,28.8%,61.1%,46.1%,67.9%,89.9%,83.5%,53.4%,23.6,2022.0,2022-01-01
384,Jose Urena,- - -,97.0,28.8%,67.0%,46.4%,67.1%,89.6%,82.0%,46.0%,22.2,2022.0,2022-01-01
385,Manny Banuelos,- - -,41.0,28.7%,63.0%,44.7%,48.2%,87.2%,73.8%,46.7%,26.0,2022.0,2022-01-01
386,Bailey Falter,PHI,84.0,28.7%,66.0%,48.6%,55.2%,85.7%,77.3%,53.2%,23.5,2022.0,2022-01-01
387,Corey Knebel,PHI,44.2,28.7%,62.6%,44.7%,55.0%,85.0%,74.8%,47.1%,23.6,2022.0,2022-01-01
388,Nick Lodolo,CIN,103.1,28.7%,60.5%,45.2%,51.1%,81.6%,72.2%,51.7%,22.5,2022.0,2022-01-01
389,Matt Barnes,BOS,39.2,28.7%,60.7%,43.1%,54.1%,85.3%,73.9%,45.2%,27.3,2022.0,2022-01-01
390,Connor Seabold,BOS,18.1,28.7%,68.0%,49.7%,59.2%,84.3%,77.6%,53.5%,25.6,2022.0,2022-01-01
391,Merrill Kelly,ARI,200.1,28.6%,65.6%,48.4%,64.3%,85.5%,79.7%,53.5%,22.1,2022.0,2022-01-01
392,Kutter Crawford,BOS,77.1,28.6%,65.0%,47.5%,59.0%,82.9%,76.0%,52.0%,22.9,2022.0,2022-01-01
393,Jesus Luzardo,MIA,100.1,28.6%,64.5%,45.6%,46.6%,81.3%,69.9%,47.4%,20.0,2022.0,2022-01-01
394,Alex Colome,COL,47.0,28.6%,70.0%,46.1%,64.4%,90.8%,81.4%,42.4%,30.0,2022.0,2022-01-01
395,Cesar Valdez,LAA,1.0,28.6%,100.0%,68.8%,100.0%,88.9%,90.9%,56.3%,17.6,2022.0,2022-01-01
396,Joel Payamps,- - -,55.2,28.6%,64.4%,46.7%,61.2%,87.1%,79.3%,50.7%,22.5,2022.0,2022-01-01
397,Luis Severino,NYY,102.0,28.6%,68.6%,49.1%,53.5%,82.8%,74.4%,51.2%,21.5,2022.0,2022-01-01
398,Jesus Tinoco,TEX,20.2,28.6%,64.9%,46.0%,55.8%,87.2%,77.0%,48.0%,22.2,2022.0,2022-01-01
399,Nick Neidert,MIA,5.0,28.6%,63.8%,48.8%,80.0%,86.7%,85.0%,57.3%,24.7,2022.0,2022-01-01
400,DL Hall,BAL,13.2,28.6%,64.3%,49.4%,56.3%,78.2%,72.9%,58.4%,21.0,2022.0,2022-01-01
401,Hayden Wesneski,CHC,33.0,28.6%,69.7%,51.1%,59.4%,83.1%,77.1%,54.7%,23.3,2022.0,2022-01-01
402,Alex Vesia,LAD,54.1,28.5%,67.4%,48.1%,57.0%,74.2%,69.1%,50.3%,28.9,2022.0,2022-01-01
403,Enyel De Los Santos,CLE,53.1,28.5%,71.1%,52.2%,52.3%,79.7%,73.1%,55.7%,25.0,2022.0,2022-01-01
404,Keegan Thompson,CHC,115.0,28.5%,63.5%,46.0%,61.7%,85.9%,78.3%,49.8%,21.4,2022.0,2022-01-01
405,Michael Wacha,BOS,127.1,28.5%,70.4%,50.5%,65.5%,86.9%,81.2%,52.5%,21.6,2022.0,2022-01-01
406,Louie Varland,MIN,26.0,28.5%,66.8%,50.1%,60.8%,91.0%,83.5%,56.4%,18.2,2022.0,2022-01-01
407,Trevor Williams,NYM,89.2,28.5%,70.9%,48.6%,61.0%,87.1%,79.1%,47.5%,22.5,2022.0,2022-01-01
408,Yoan Lopez,NYM,11.0,28.4%,69.5%,48.2%,48.3%,87.9%,75.8%,48.2%,23.6,2022.0,2022-01-01
409,Luis Cessa,CIN,80.2,28.4%,64.3%,46.2%,58.9%,89.0%,79.7%,49.8%,22.8,2022.0,2022-01-01
